	88d2f686-ae1a-4375-93d9-febc927f0082
	tumor
AC079834.1	0.195749714
AC079834.2	1.592680202
AC079841.1	0
AC079848.1	1.873936797
AC079858.1	0
AC079866.1	0
AC079866.2	0.053340213
AC079880.1	0.2148208
AC079880.2	0.067939513
AC079896.1	0
AC079905.1	0.057832021
AC079905.2	0
AC079906.1	0.101117337
AC079907.1	0.954846867
AC079907.2	0
AC079910.1	0
AC079915.1	0
AC079917.1	0
AC079921.1	0.203267938
AC079921.2	1.26785584
AC079922.1	5.050233568
AC079922.2	0.475498192
AC079942.1	0
AC079943.1	0
AC079943.2	0
AC079944.1	0.055495373
AC079944.2	0.973059205
AC079949.1	0.579728455
AC079949.2	0.52449088
AC079950.1	0
AC079953.1	0
AC079987.1	0
AC079988.1	0
AC080011.1	0
AC080013.1	0.683960217
AC080013.2	0.255141268
AC080013.3	0.665368405
AC080013.4	0.677231676
AC080013.5	0.404568628
AC080013.6	1.405452598
AC080014.1	0
AC080023.1	4.139346692
AC080023.2	0
AC080037.1	0.463501854
AC080038.1	0.19043473
AC080038.2	0.324706972
AC080038.3	0.098509974
AC080075.1	0
AC080078.1	0.067000512
AC080078.2	0
AC080079.1	0
AC080080.1	0.828646826
AC080080.2	0
AC080100.1	0.0153866
AC080112.1	4.3028791
AC080112.2	0
AC080112.3	0.121305624
AC080125.1	0.040161126
AC080128.1	0
AC080129.1	0
AC080129.2	1.27768418
AC080162.1	0.671369691
AC080188.1	0.149294619
AC080188.2	1.579169818
AC082650.1	0.047774278
AC082651.1	0.033017079
AC082651.2	0
AC082651.3	0.860648588
AC082651.4	0
AC083760.1	0
AC083795.1	0.085844406
AC083795.2	0
AC083798.1	0.419392517
AC083798.2	0.323067152
AC083799.1	8.754242703
AC083800.1	0
AC083801.1	0
AC083801.2	5.354362939
AC083805.1	0.050036812
AC083805.2	0.090066262
AC083805.3	0
AC083806.1	0
AC083806.2	0.051154953
AC083806.3	0
AC083809.1	0.116399194
AC083822.1	0.136667711
AC083829.1	0.292681079
AC083836.1	0
AC083837.1	0.082575781
AC083841.1	0
AC083841.2	0
AC083841.3	0
AC083843.1	0.052929113
AC083843.2	0.258847678
AC083843.3	0.443705613
AC083843.4	0.025132854
AC083849.1	0
AC083855.1	0
AC083862.1	0
AC083862.2	0.623777691
AC083863.1	0
AC083864.1	0.018350174
AC083864.2	0
AC083864.3	0
AC083867.1	0.180329605
AC083873.1	0.074986924
AC083875.1	0
AC083880.1	4.877887733
AC083899.1	0.503512619
AC083899.2	0
AC083899.3	0
AC083900.1	0
AC083902.1	0
AC083902.2	0.141627098
AC083904.1	0
AC083906.1	0.067660615
AC083906.2	0
AC083906.3	0
AC083906.4	0
AC083923.1	0
AC083939.1	0
AC083949.1	0.116030453
AC083964.1	1.52612277
AC083964.2	0.183440467
AC083967.1	0
AC083973.1	0.202674647
AC083982.1	0
AC084017.1	0
AC084018.1	5.76298109
AC084018.2	0.400409657
AC084024.1	0.088470885
AC084024.2	0
AC084024.3	0.146638131
AC084026.1	0
AC084026.2	0.042788489
AC084026.3	0
AC084030.1	0
AC084032.1	0
AC084033.1	0
AC084033.2	0
AC084033.3	5.485666908
AC084036.1	0.648902595
AC084048.1	0
AC084064.1	0
AC084082.1	0.023103625
AC084083.1	0.038047382
AC084116.1	0
AC084116.2	0
AC084116.3	0
AC084117.1	0.915673662
AC084121.1	0
AC084121.2	0
AC084125.1	0
AC084125.2	0.847568796
AC084125.3	0.069020628
AC084125.4	0.487636861
AC084128.1	0
AC084149.1	0
AC084149.2	0
AC084198.1	0
AC084200.1	0
AC084211.1	1.675012796
AC084262.1	0
AC084290.1	0
AC084291.1	0
AC084337.1	1.281409206
AC084346.1	0.520269126
AC084346.2	0.492090166
AC084357.1	0
AC084357.2	1.098808394
AC084357.3	0.235917295
AC084361.1	0
AC084364.1	0.017654377
AC084364.2	0.069544835
AC084365.1	0.08861358
AC084368.1	0
AC084373.1	0
AC084398.1	0
AC084398.2	0.048706046
AC084706.1	0
AC084752.1	0
AC084754.1	0.118406077
AC084756.1	0
AC084757.1	0
AC084757.2	0.050870759
AC084757.3	0.14138039
AC084757.4	0
AC084759.1	0
AC084759.2	0
AC084759.3	0.013930127
AC084768.1	0.029761874
AC084768.2	0
AC084781.1	0
AC084781.2	0
AC084782.1	0.011144101
AC084782.2	0
AC084782.3	0.095052629
AC084783.1	0.24149635
AC084809.1	0.836656138
AC084809.2	0.321916522
AC084816.1	0.030292457
AC084819.1	0.064788231
AC084824.1	1.038674602
AC084824.2	0.079623797
AC084824.3	0.320913667
AC084824.4	0.751578929
AC084824.5	0.99770738
AC084838.1	0
AC084851.1	0
AC084851.2	0
AC084851.3	0
AC084855.1	0.19209937
AC084855.2	0.183670438
AC084859.1	3.034023179
AC084864.1	1.621192713
AC084866.1	0
AC084866.2	0
AC084871.1	0.219469053
AC084871.2	0.524908469
AC084871.3	0
AC084876.1	0.25713145
AC084876.2	0.450067803
AC084878.1	0
AC084879.1	0
AC084879.2	0
AC084880.1	0.403232438
AC084880.2	0
AC084880.3	0
AC084880.4	0
AC084882.1	0
AC087045.1	0
AC087045.2	0.109552183
AC087045.3	0
AC087071.1	2.566798933
AC087071.2	0.621065614
AC087072.1	0.130499809
AC087072.2	0
AC087163.1	0
AC087163.2	0.193225392
AC087163.3	0.235458942
AC087164.1	0.072321746
AC087164.2	0.01755285
AC087190.1	0
AC087190.2	0.036481022
AC087190.3	0
AC087203.1	0.023260127
AC087203.2	0
AC087203.3	0.2308421
AC087222.1	1.090087693
AC087235.1	0
AC087239.1	0.480248424
AC087241.1	0
AC087241.2	0
AC087241.3	0
AC087241.4	0.286148019
AC087242.1	0
AC087257.1	0
AC087257.2	0
AC087258.1	0.07880152
AC087258.2	0
AC087260.1	0
AC087269.1	0
AC087272.1	0
AC087273.1	0
AC087273.2	0
AC087276.1	1.050773055
AC087276.2	0.383954649
AC087276.3	0
AC087277.1	0
AC087277.2	0.18192192
AC087280.1	0
AC087283.1	0
AC087284.1	0.052374089
AC087286.1	0.048363046
AC087286.2	0.332972241
AC087286.3	0
AC087286.4	0.036823338
AC087289.1	0.123461617
AC087289.2	0.793712899
AC087289.3	0.054267503
AC087289.4	0
AC087289.5	0.095172381
AC087292.1	0
AC087294.1	0.271266062
AC087301.1	0.941346755
AC087311.1	0
AC087311.2	0
AC087312.1	0
AC087318.1	0
AC087321.1	0
AC087341.1	0
AC087343.1	0.462656166
AC087354.1	0
AC087359.1	0.011649792
AC087360.1	0
AC087362.1	0.063295414
AC087362.2	0.214611015
AC087369.1	0
AC087373.1	0
AC087379.1	0
AC087379.2	0.058323163
AC087385.1	0.616318811
AC087385.2	0
AC087385.3	0
AC087386.1	0
AC087386.2	0.005924134
AC087388.1	1.309281585
AC087392.1	0.134001024
AC087392.2	0.046957624
AC087392.3	0.203483036
AC087392.4	0.113046131
AC087392.5	0.280881491
AC087393.1	0
AC087393.2	0
AC087393.3	0
AC087399.1	0
AC087430.1	0
AC087439.1	0
AC087439.2	0
AC087441.1	0
AC087441.2	0
AC087442.1	0.110322128
AC087457.1	0
AC087463.1	0
AC087463.2	0
AC087463.3	0
AC087463.4	0
AC087465.1	0
AC087468.1	0
AC087473.1	0
AC087477.1	0
AC087477.2	0.067341642
AC087477.3	0
AC087477.4	0
AC087477.5	0.101490923
AC087477.6	0
AC087481.1	0
AC087481.2	0
AC087481.3	3.306867924
AC087482.1	0.027064246
AC087491.1	6.154040521
AC087498.1	0
AC087499.1	0
AC087499.2	0.018313473
AC087499.3	0
AC087499.4	0
AC087499.5	0
AC087499.6	0
AC087499.7	0
AC087500.1	0.551912892
AC087500.2	0.165483192
AC087501.1	0.19209937
AC087501.2	0.107096335
AC087501.3	0.11689451
AC087501.4	0.231425525
AC087516.1	0
AC087516.2	0
AC087518.1	0
AC087521.1	0.094030058
AC087521.2	0.1000129
AC087521.3	0.216300865
AC087565.1	0
AC087575.1	0
AC087588.1	0
AC087588.2	0.128968121
AC087612.1	1.001952943
AC087620.1	0.122909216
AC087623.1	0.145730556
AC087623.2	1.440385536
AC087623.3	1.250920303
AC087623.4	0
AC087627.1	0.055327714
AC087632.1	0.080439853
AC087633.1	0
AC087633.2	0.011198618
AC087636.1	0.047941029
AC087639.1	0
AC087641.1	0.753345618
AC087645.1	0
AC087645.2	0.455837544
AC087645.3	0
AC087650.1	0.05869703
AC087664.1	0
AC087664.2	0
AC087664.3	0
AC087667.1	0.096590049
AC087672.1	0
AC087672.2	0.037222507
AC087683.1	0.062290725
AC087683.2	0.252793342
AC087685.1	0
AC087699.1	0
AC087721.1	0.057710525
AC087741.1	1.131631058
AC087741.2	3.992763061
AC087741.3	1.488734462
AC087742.1	0.371219052
AC087749.1	0.301870438
AC087749.2	0
AC087752.1	0.246148834
AC087752.2	0.195517508
AC087752.3	1.588545281
AC087752.4	0.059459329
AC087761.1	0.049406852
AC087762.1	0
AC087762.2	0
AC087763.1	0.672347794
AC087783.1	0
AC087783.2	0.048879377
AC087808.1	0
AC087821.1	0
AC087854.1	0.199059492
AC087855.1	0
AC087855.2	0
AC087857.1	0
AC087863.1	0
AC087878.1	0
AC087879.1	0
AC087883.1	0
AC087884.1	0
AC087885.1	0
AC087888.1	0
AC087893.1	0
AC087893.2	0
AC087894.1	0
AC087894.2	0.356755972
AC087894.3	0
AC087897.1	0
AC087897.2	0
AC089983.1	0.117561526
AC089984.1	0
AC089984.2	0.022872781
AC089984.3	0
AC089987.1	0
AC089987.2	0.046718044
AC089998.1	0
AC089998.2	0
AC089998.3	0.055720507
AC089998.4	0
AC089999.1	0
AC089999.2	0
AC090001.1	0.029729664
AC090004.1	0.432115661
AC090013.1	0.057229604
AC090017.1	0
AC090018.1	0
AC090022.1	0
AC090023.1	0
AC090023.2	0
AC090044.1	0.497448468
AC090049.1	0
AC090049.2	0
AC090058.1	0
AC090061.1	0.154489757
AC090071.1	0
AC090079.1	0
AC090079.2	0
AC090092.1	0.02953786
AC090093.1	0
AC090095.1	0
AC090099.1	0
AC090099.2	0
AC090099.3	0
AC090099.4	0.026748013
AC090103.1	0
AC090109.1	0
AC090114.1	0.122634865
AC090114.2	4.108459229
AC090114.3	1.921920594
AC090115.1	0.048879377
AC090116.1	0.862293583
AC090124.1	0.096726091
AC090124.2	0
AC090124.3	0
AC090125.1	0.222882027
AC090132.1	0
AC090132.2	0.07916487
AC090136.1	0
AC090136.2	0
AC090136.3	0.009554856
AC090138.1	0
AC090142.1	0
AC090142.2	0
AC090142.3	0
AC090150.1	0
AC090150.2	0
AC090151.1	0
AC090152.1	2.159161647
AC090155.1	0
AC090155.2	0
AC090159.1	0
AC090164.1	0
AC090164.2	0
AC090164.3	0
AC090181.1	0
AC090181.2	0.981078924
AC090181.3	0.163297152
AC090186.1	0.144074527
AC090192.1	0.112123306
AC090192.2	0
AC090193.1	0
AC090193.2	0
AC090197.1	0.022901384
AC090198.1	1.026487672
AC090200.1	0
AC090204.1	7.325389297
AC090206.1	0.049112413
AC090213.1	0
AC090220.1	0
AC090227.1	0.029348515
AC090227.2	0.080794735
AC090229.1	0.221947003
AC090236.1	0
AC090236.2	0.648706137
AC090241.1	0
AC090241.2	0
AC090241.3	0.031708592
AC090246.1	1.612101518
AC090260.1	0.298743867
AC090281.1	0.199059492
AC090282.1	0.069369217
AC090283.1	0
AC090286.1	0.018448764
AC090286.2	0
AC090286.3	0
AC090287.1	0
AC090311.1	0
AC090312.1	0
AC090312.2	0
AC090337.1	0.026490077
AC090340.1	0
AC090358.1	0
AC090360.1	0.119680566
AC090371.1	0
AC090371.2	0.062860892
AC090373.1	0
AC090376.1	0
AC090377.1	0
AC090386.1	0
AC090386.2	0
AC090398.1	0
AC090403.1	0.032229421
AC090409.1	1.557943512
AC090409.2	0.225165655
AC090415.1	0.032432361
AC090415.2	0
AC090424.1	0
AC090425.1	0.981078924
AC090425.2	0.493476824
AC090453.1	0
AC090457.1	0
AC090458.1	0
AC090498.1	19.50587383
AC090502.1	0.011729381
AC090502.2	0
AC090502.3	0
AC090502.4	0
AC090503.1	0
AC090503.2	0
AC090505.1	0
AC090505.2	0.059203038
AC090506.1	0
AC090506.2	0
AC090510.1	0
AC090510.2	0.174691319
AC090510.3	0
AC090515.1	0.288552625
AC090515.2	0.747756429
AC090515.3	0
AC090515.4	0.122089822
AC090515.5	0.052224734
AC090517.1	0
AC090517.2	1.211921023
AC090517.3	0
AC090518.1	0
AC090519.1	0.082246137
AC090519.2	0
AC090525.1	0
AC090525.2	0
AC090525.3	0
AC090527.1	0
AC090527.2	0
AC090527.3	0.501281202
AC090531.1	0
AC090539.1	0
AC090539.2	0
AC090541.1	0
AC090543.1	0.056639608
AC090543.2	0.236812154
AC090559.1	0.93788677
AC090559.2	0.063884209
AC090568.1	0
AC090568.2	0
AC090572.1	0
AC090572.2	0
AC090572.3	0
AC090574.1	0
AC090578.1	0.13944269
AC090579.1	0.381530693
AC090587.1	4.615440119
AC090587.2	1.92864851
AC090589.1	0.455307346
AC090589.2	0.330966384
AC090589.3	1.675012796
AC090592.1	0
AC090602.1	0
AC090607.1	0.672989551
AC090607.2	1.3043409
AC090607.3	0
AC090607.4	0
AC090607.5	0
AC090615.1	0
AC090616.1	0
AC090616.2	0.054181873
AC090616.3	0
AC090616.4	0
AC090616.5	0
AC090616.6	0.214315543
AC090617.1	0.085047089
AC090617.2	0
AC090617.3	0
AC090617.4	0.156080738
AC090617.5	1.550237577
AC090617.6	0
AC090617.7	0
AC090617.8	0
AC090617.9	0
AC090618.1	0.234788118
AC090621.1	0
AC090625.1	0
AC090625.2	0
AC090627.1	0.052490847
AC090630.1	0.055050521
AC090643.1	0
AC090643.2	0
AC090651.1	0
AC090666.1	0
AC090673.1	0.0728532
AC090673.2	0.363042421
AC090679.1	0
AC090680.1	0
AC090686.1	0.073351695
AC090692.1	0
AC090695.1	0.157357994
AC090696.1	0
AC090699.1	0.085576978
AC090707.1	0.069369217
AC090709.1	0.613859438
AC090735.1	0
AC090739.1	1.202791675
AC090740.1	0
AC090751.1	0.308654043
AC090753.1	0
AC090771.1	0.01697788
AC090771.2	0
AC090772.1	0.325091241
AC090772.2	0.048706046
AC090772.3	0.373744352
AC090772.4	2.959497748
AC090774.1	0
AC090774.2	0
AC090774.3	0.18019817
AC090791.1	0
AC090796.1	0
AC090802.1	0
AC090809.1	0.775533414
AC090819.1	0
AC090820.1	0
AC090821.1	0
AC090821.2	0
AC090825.1	0.595790764
AC090825.2	0
AC090826.1	0
AC090826.2	0.032937902
AC090833.1	0
AC090844.1	0.176091089
AC090844.2	0.426998081
AC090844.3	0
AC090857.1	0
AC090857.2	0
AC090877.1	0.079855261
AC090877.2	0.063222577
AC090888.1	0
AC090888.2	0
AC090888.3	0
AC090897.1	0
AC090907.1	2.23789897
AC090907.2	3.243010887
AC090912.1	3.8072747
AC090912.2	0.804660338
AC090912.3	0.670005119
AC090921.1	0.045975247
AC090922.1	0.431751825
AC090948.1	0.100073624
AC090948.2	0.340942321
AC090948.3	0.847538235
AC090950.1	0
AC090950.2	0
AC090952.1	0.061592399
AC090953.1	0.02515587
AC090954.1	0.152189528
AC090955.1	0
AC090957.1	0
AC090958.1	0
AC090960.1	0
AC090970.1	0.072100288
AC090970.2	0.444604553
AC090970.3	1.903247796
AC090971.1	0
AC090971.2	0
AC090971.3	0.712483829
AC090971.4	0
AC090971.5	0
AC090983.1	0
AC090984.1	0
AC090985.1	0
AC090987.1	0
AC090993.1	0
AC091013.1	0.007356778
AC091027.1	0
AC091027.2	0
AC091042.1	0
AC091043.1	0
AC091044.1	0.146507786
AC091045.1	0.047342025
AC091046.1	0
AC091046.2	0
AC091047.1	0
AC091053.1	0
AC091053.2	0.204619813
AC091057.1	0.311517844
AC091057.2	0.104053825
AC091057.3	0.299811295
AC091059.1	0
AC091059.2	0.089479511
AC091060.1	0.295545859
AC091062.1	0
AC091073.1	0
AC091076.1	0
AC091078.1	0.141945604
AC091078.2	0
AC091078.3	0
AC091096.1	0
AC091096.2	0
AC091100.1	0.093356703
AC091114.1	0.038827152
AC091117.1	0
AC091117.2	0
AC091132.1	0
AC091132.2	0.750161778
AC091132.3	0
AC091132.4	0.012144213
AC091132.5	0.048235663
AC091132.6	0.565367515
AC091133.1	0
AC091133.2	0
AC091133.3	0.826649834
AC091133.4	0.267566979
AC091133.5	0.63884209
AC091135.1	0
AC091138.1	0.051442341
AC091144.1	0
AC091144.2	0.19032478
AC091151.1	0
AC091152.1	0.03278068
AC091152.2	0.085543666
AC091152.3	0
AC091152.4	0.220834303
AC091153.1	1.025007831
AC091153.2	0.128365467
AC091153.3	0.931193555
AC091153.4	0.057229604
AC091163.1	0.090810611
AC091163.2	0
AC091163.3	0
AC091167.1	0
AC091167.2	0.08588914
AC091167.3	0
AC091167.4	0.338000345
AC091167.5	0.199541476
AC091167.6	0.742438104
AC091170.1	0.225782547
AC091173.1	0
AC091175.1	0.048024842
AC091178.1	0.263440037
AC091178.2	0
AC091179.1	0
AC091179.2	0
AC091180.1	0
AC091180.2	0.966602163
AC091180.3	0
AC091180.4	0.896986444
AC091180.5	1.22249625
AC091181.1	1.126042921
AC091182.1	0.362899682
AC091182.2	1.901052586
AC091185.1	0.104053825
AC091193.1	0
AC091198.1	0
AC091212.1	0.069544835
AC091230.1	0.0040439
AC091231.1	0
AC091271.1	7.423103181
AC091286.1	0
AC091304.1	0
AC091304.2	0
AC091304.3	0
AC091304.4	0
AC091304.5	0
AC091304.6	0
AC091304.9	0
AC091305.1	0
AC091390.1	0.414957853
AC091390.2	0.220349277
AC091390.3	0.731455292
AC091390.4	0.482584768
AC091393.1	0.091873612
AC091429.1	0.084393886
AC091435.1	0
AC091435.2	0.04861984
AC091488.1	0.332972241
AC091489.1	0
AC091489.2	0
AC091492.1	0.302980256
AC091493.1	0
AC091515.1	0
AC091516.1	0.156302759
AC091534.1	0
AC091544.1	0.157874769
AC091544.2	0.050082425
AC091544.3	0
AC091544.4	0.077699231
AC091544.5	0.184777196
AC091544.6	0
AC091544.7	0
AC091551.1	0.126299815
AC091563.1	0.694061153
AC091564.1	0
AC091564.2	0
AC091564.3	0
AC091564.4	0
AC091564.5	0
AC091564.6	0.118406077
AC091588.1	0
AC091588.2	0
AC091588.3	0.142702389
AC091607.1	0
AC091614.1	0
AC091675.1	0
AC091685.1	0
AC091685.2	0
AC091691.1	0
AC091691.2	0
AC091705.1	0
AC091729.1	0.126445155
AC091729.2	0.454804799
AC091729.3	5.721816939
AC091730.1	0
AC091736.1	0
AC091769.1	0
AC091770.1	0
AC091799.1	0.067744044
AC091804.1	0.145345026
AC091805.1	0
AC091805.2	0
AC091806.1	0.035218218
AC091807.1	0
AC091808.1	0.069898753
AC091810.1	0
AC091812.1	0.282035009
AC091812.2	1.498375083
AC091812.3	1.114733154
AC091814.1	0
AC091819.1	0
AC091819.2	0
AC091820.1	0
AC091820.2	0
AC091825.1	0.188654627
AC091826.1	0
AC091826.2	0
AC091834.1	0
AC091839.1	0
AC091849.1	3.859450972
AC091849.2	0.595452526
AC091860.1	0
AC091860.2	0
AC091862.1	0
AC091868.1	0.632537727
AC091868.2	0.197627409
AC091874.1	0
AC091874.2	0.076306139
AC091874.3	0
AC091885.1	0
AC091885.2	0
AC091887.1	0.31287255
AC091891.1	0
AC091891.2	0
AC091893.1	0
AC091895.1	0
AC091903.1	0
AC091905.1	0
AC091905.2	0
AC091905.3	0
AC091905.4	0
AC091906.1	0.070256291
AC091912.1	0
AC091912.2	0
AC091917.1	0
AC091917.2	0
AC091917.3	0
AC091925.1	0.594593287
AC091925.2	0
AC091931.1	0
AC091932.1	0
AC091932.2	0
AC091932.3	0
AC091932.4	0
AC091939.1	0
AC091941.1	0
AC091944.1	0
AC091946.1	0
AC091946.2	0
AC091948.1	0.189170161
AC091951.1	0.07800871
AC091951.2	0
AC091951.3	0
AC091951.4	0
AC091953.1	0
AC091953.2	0
AC091953.3	0
AC091953.4	0
AC091953.5	0
AC091959.1	0
AC091959.2	0
AC091959.3	0.066373204
AC091962.1	0
AC091965.1	0
AC091965.2	0
AC091965.3	0
AC091965.4	0
AC091965.5	0
AC091979.1	0.077819291
AC091979.2	0
AC091980.1	0
AC091980.2	0
AC091982.1	0.385546805
AC091982.2	0
AC091982.3	4.231581264
AC091987.1	0
AC092001.1	0
AC092013.1	0
AC092017.1	0.166738755
AC092017.2	0
AC092028.1	0.029891414
AC092032.1	0.998916722
AC092035.1	0
AC092042.1	0
AC092042.2	0.082991571
AC092042.3	0.132866795
AC092045.1	0.044630723
AC092047.1	0
AC092053.1	0
AC092059.1	0.128066246
AC092066.1	0
AC092067.1	0
AC092068.1	0
AC092068.2	0
AC092068.3	0
AC092069.1	0
AC092070.1	0
AC092070.2	3.626873674
AC092070.3	0.081513976
AC092070.4	0
AC092071.1	0.100073624
AC092073.1	0
AC092078.1	0.591666059
AC092078.2	0
AC092079.1	0
AC092098.1	0
AC092100.1	0
AC092104.1	0
AC092106.1	0
AC092106.2	0
AC092111.1	0.310860028
AC092111.2	0.058281916
AC092112.1	0.085844406
AC092114.1	0
AC092115.1	0.176342289
AC092115.2	0
AC092115.3	1.624083353
AC092117.1	3.533091607
AC092117.2	0.049674882
AC092118.1	0.116949805
AC092118.2	0.411847224
AC092119.1	0
AC092119.2	1.215985145
AC092119.3	1.13084912
AC092120.1	0.132386554
AC092120.2	0.048363046
AC092121.1	0
AC092123.1	1.130353133
AC092125.1	0.027539058
AC092127.1	0
AC092127.2	0.274245024
AC092130.1	0
AC092131.1	0
AC092132.1	0
AC092132.2	0
AC092134.1	0.309039861
AC092134.2	0
AC092135.1	0.066707649
AC092135.2	0
AC092135.3	0.10416656
AC092138.1	0
AC092138.2	0
AC092139.1	0
AC092139.2	0.028378316
AC092139.3	0.019663715
AC092140.1	0.100073624
AC092140.2	0.421807445
AC092142.1	1.52019608
AC092142.2	0
AC092143.1	0
AC092143.2	0.027888538
AC092143.3	0.196566797
AC092145.1	0.011286035
AC092155.1	0
AC092155.2	0.287947692
AC092159.1	0
AC092159.2	0.143447571
AC092159.3	0
AC092159.4	0.049945836
AC092162.1	0
AC092162.2	0.005192856
AC092162.3	0.016915154
AC092164.1	0.6304012
AC092167.1	0.055495373
AC092168.1	0
AC092168.2	0.229876233
AC092170.1	0
AC092171.1	0.218886134
AC092171.2	3.286961438
AC092171.3	4.870237131
AC092171.4	1.738620877
AC092171.5	4.899145708
AC092175.1	0
AC092183.1	0
AC092184.1	0
AC092185.1	0
AC092198.1	0
AC092265.1	0.055161064
AC092266.1	0
AC092268.1	0
AC092278.1	0
AC092279.1	0.150452998
AC092279.2	0.02509841
AC092284.1	0
AC092287.1	1.661265391
AC092295.1	0
AC092295.2	1.480075962
AC092296.1	0.097067879
AC092296.2	0.027497708
AC092296.3	0
AC092301.1	0.17977886
AC092316.1	0
AC092324.1	0
AC092325.1	0
AC092326.1	0
AC092326.2	0
AC092327.1	0
AC092327.2	0
AC092329.1	0
AC092329.2	0
AC092332.1	0
AC092335.1	0
AC092336.1	0
AC092337.1	0
AC092338.1	0.064941394
AC092338.2	0
AC092343.1	1.469599705
AC092349.1	0
AC092354.1	0.146118138
AC092354.2	0.427551904
AC092364.1	0
AC092364.2	0.061226322
AC092368.1	0
AC092368.2	0
AC092368.3	1.122290158
AC092375.1	0
AC092375.2	0.032997249
AC092375.3	0
AC092376.1	0
AC092376.2	0.186872176
AC092378.1	0.020615542
AC092378.2	0
AC092384.1	0.03032032
AC092384.2	1.644438471
AC092384.3	0.019123014
AC092393.1	0
AC092418.1	0
AC092421.1	0
AC092422.1	0
AC092423.1	0
AC092427.1	0.077055287
AC092431.1	0.261621046
AC092431.2	0.345537231
AC092435.1	0.034294894
AC092435.2	0
AC092435.3	0
AC092435.4	0
AC092436.1	0
AC092436.2	0
AC092436.3	0.106887976
AC092436.4	0.056874141
AC092437.1	0.078636097
AC092440.1	0
AC092447.1	0
AC092447.10	0
AC092447.2	0
AC092447.3	0
AC092447.4	0
AC092447.5	0
AC092447.6	0
AC092447.7	0
AC092447.8	0
AC092447.9	0
AC092451.1	0
AC092451.2	0
AC092451.3	0
AC092468.1	0.097758754
AC092470.1	0
AC092471.1	0.149837508
AC092471.2	0
AC092473.1	0
AC092474.1	0
AC092474.2	0
AC092484.1	0.329774428
AC092490.1	0.024107249
AC092490.2	0
AC092490.3	0
AC092506.1	0.022424661
AC092535.1	0.012688319
AC092535.2	0.091263156
AC092535.3	0.053340213
AC092535.4	1.037917249
AC092542.1	0.077380873
AC092546.1	0.08465396
AC092552.1	0
AC092567.1	0.109443067
AC092568.1	0
AC092569.1	0
AC092570.1	0
AC092570.2	0
AC092570.3	0
AC092573.1	0.031074898
AC092573.2	0
AC092574.1	0.196215785
AC092574.2	0.14592409
AC092580.1	0
AC092580.2	0.058571876
AC092580.3	0
AC092587.1	0.082123198
AC092590.1	0
AC092593.1	0
AC092593.2	0
AC092597.1	0.13378349
AC092598.1	0
AC092601.1	0
AC092608.1	0
AC092608.2	0
AC092608.3	0
AC092611.1	0.128515602
AC092611.2	3.433776233
AC092611.3	10.90391339
AC092612.1	0
AC092614.1	0.543964552
AC092620.1	0
AC092620.2	0
AC092620.3	0.039754283
AC092625.1	0
AC092628.1	0
AC092628.2	0
AC092634.1	0
AC092634.2	0
AC092634.3	0.043124348
AC092634.4	0.595815054
AC092634.5	0
AC092634.6	0
AC092634.7	0
AC092637.1	0
AC092638.1	0
AC092638.2	0
AC092639.1	0
AC092641.1	0.10674952
AC092642.1	0
AC092645.1	0.302269035
AC092646.1	0
AC092646.2	0
AC092647.1	0
AC092647.2	0
AC092647.3	0
AC092647.4	0
AC092647.5	0.047581195
AC092648.1	0
AC092650.1	0.009534957
AC092650.2	0
AC092651.1	0
AC092651.2	2.689391175
AC092652.1	0
AC092652.2	0
AC092653.1	0.310397852
AC092653.2	0.160644502
AC092656.1	0.066946084
AC092658.1	0.030830763
AC092660.1	0
AC092666.1	0.019905949
AC092666.2	0.22333504
AC092667.1	0.424906572
AC092669.1	0.223698777
AC092673.1	0
AC092674.1	0
AC092675.1	0
AC092675.2	0
AC092681.1	0.28319804
AC092681.2	0.027073137
AC092681.3	0.040516534
AC092683.1	0.135321231
AC092683.2	0.021212517
AC092685.1	0
AC092687.1	0
AC092687.2	0
AC092687.3	3.425038889
AC092691.1	0
AC092691.2	0
AC092691.3	0
AC092692.1	0.031757468
AC092701.1	0
AC092709.1	0
AC092718.1	0.126241773
AC092718.2	0.313721169
AC092718.3	0.355371408
AC092718.4	6.061861953
AC092718.5	0.138972394
AC092718.6	0.055383488
AC092718.7	0.324816671
AC092720.1	0.405165337
AC092720.2	0
AC092723.1	0
AC092723.2	0
AC092724.1	0
AC092725.1	0
AC092745.1	0
AC092745.2	0.265840741
AC092745.3	0
AC092746.1	0
AC092747.1	0
AC092747.2	0.139726398
AC092747.3	0
AC092747.4	2.258432084
AC092754.1	0.057349081
AC092754.2	0
AC092755.1	1.132792159
AC092755.2	0.068333855
AC092756.1	0.122634865
AC092757.1	0.058822719
AC092757.2	0.520762272
AC092757.3	0.354127936
AC092783.1	0.356755972
AC092794.1	0.235998367
AC092794.2	0.048792557
AC092798.1	0.201492982
AC092800.1	0
AC092801.1	0.047280912
AC092802.1	0.109661516
AC092802.2	0.193725034
AC092802.3	0.065405262
AC092803.1	0.306074762
AC092803.2	1.866064809
AC092807.1	0
AC092807.2	1.130461311
AC092809.1	0
AC092809.2	0.057110623
AC092809.3	0.47567463
AC092809.4	0.103817876
AC092810.1	0.022442982
