	779250be-012c-4e5b-9b4e-258192607c4b
	normal
AC115622.1	0
AC115676.1	0
AC115837.1	2.817745893
AC115837.2	0
AC115989.1	0.042265133
AC115989.2	0.500988213
AC115990.1	0
AC116003.1	0
AC116003.2	0
AC116003.3	0
AC116021.1	0.071989884
AC116025.1	0
AC116025.2	0
AC116035.1	0
AC116036.1	0.128090992
AC116036.2	0.373090428
AC116038.1	0
AC116049.1	0.122102322
AC116049.2	0
AC116050.1	0.347649678
AC116050.2	0
AC116096.1	0
AC116158.1	0.058881345
AC116158.2	0.028335982
AC116165.1	0
AC116165.2	0
AC116165.3	0.039174495
AC116312.1	0.748557229
AC116337.1	0
AC116337.2	0
AC116337.3	0.05556666
AC116345.1	0
AC116345.2	0
AC116345.3	0
AC116347.1	0.979362375
AC116347.2	0
AC116348.1	0.148388239
AC116348.2	0.054314724
AC116348.3	0.022417451
AC116348.4	0
AC116351.1	0.081004125
AC116351.2	0.286702929
AC116353.1	0
AC116353.2	0
AC116353.3	0
AC116359.1	0
AC116366.1	1.243501396
AC116366.2	0.439193537
AC116407.1	4.880274797
AC116407.2	1.002138244
AC116407.3	0.208190407
AC116407.4	0.472604652
AC116424.1	0
AC116447.1	0.138364662
AC116456.1	0
AC116456.2	0
AC116533.1	16.89018725
AC116535.1	0.167770856
AC116552.1	0.192398611
AC116553.1	0
AC116553.2	0
AC116562.1	0.020063762
AC116562.2	0
AC116562.3	0.265589797
AC116563.1	0
AC116563.2	0
AC116565.1	0
AC116609.1	0
AC116609.2	0
AC116612.1	0
AC116614.1	0.382908598
AC116616.1	0.042813656
AC116634.1	0
AC116651.1	0.281830899
AC116655.1	0
AC116666.1	0
AC116667.1	0.466615533
AC116903.1	0
AC116903.2	0.132183879
AC116913.1	0.823965393
AC116914.1	0.196856759
AC116914.2	1.184658268
AC116917.1	0
AC117372.1	0
AC117373.1	0
AC117377.1	0
AC117382.1	0.150258337
AC117382.2	0
AC117383.1	0.037132223
AC117383.2	0.048663969
AC117386.1	0
AC117386.2	0.015183913
AC117392.1	0
AC117394.1	0
AC117394.2	0.097026613
AC117395.1	0.065200269
AC117402.1	0.045986201
AC117409.1	0.418658725
AC117422.1	0
AC117430.1	0
AC117434.1	0
AC117440.1	0
AC117454.1	0
AC117457.1	0
AC117460.1	0
AC117462.1	0
AC117465.1	0.06003754
AC117470.1	0
AC117473.1	0
AC117482.1	0
AC117489.1	0.165611791
AC117490.1	0
AC117490.2	0.39570197
AC117498.1	0
AC117498.2	0.339418007
AC117498.3	0.030664967
AC117500.1	0
AC117500.2	0.117641126
AC117500.3	0.025396755
AC117500.4	0
AC117500.5	0
AC117503.1	0.04881557
AC117503.2	0.443238878
AC117503.3	0.055253166
AC117503.4	0.513763869
AC117505.1	0
AC117513.1	0.184109898
AC117522.1	0
AC117522.2	0
AC117522.3	0
AC117525.1	0
AC117529.1	0
AC117529.2	0
AC117532.1	0
AC117569.1	0
AC117834.1	0
AC117944.1	0
AC117945.1	0
AC117947.1	0
AC118273.1	0
AC118273.2	0
AC118282.1	0
AC118282.2	0
AC118282.3	0
AC118282.4	0
AC118344.1	0.235797234
AC118344.2	0.79582185
AC118345.1	0
AC118465.1	0.024657432
AC118469.1	0
AC118470.1	0
AC118549.1	2.861547258
AC118553.1	0.526313826
AC118555.1	0
AC118653.1	0
AC118658.1	0.234577814
AC118658.2	0.068277987
AC118754.1	0.55056047
AC118754.2	0
AC118755.1	0.080357938
AC118755.2	0
AC118757.1	0
AC118758.1	0
AC118758.2	0
AC118758.3	0.003895214
AC118942.1	0.08529439
AC119044.1	1.117415114
AC119150.1	0.695816962
AC119396.1	0.271556191
AC119396.2	0.992852214
AC119403.1	0.565405082
AC119403.2	0
AC119424.1	2.149000868
AC119428.1	0
AC119428.2	0.129045395
AC119501.1	0
AC119618.1	0
AC119619.1	0
AC119674.1	0.115986662
AC119677.1	0
AC119744.1	0
AC119749.1	0
AC119751.1	0
AC119751.2	0
AC119751.3	0
AC119751.4	0
AC119751.5	0
AC119751.6	0.252738677
AC119751.7	0
AC119751.8	0
AC119800.1	0.185222199
AC119868.1	0
AC119868.2	0.290181444
AC120024.1	0.031497081
AC120024.2	0
AC120024.3	0
AC120024.4	0
AC120036.1	0
AC120036.2	0.107327384
AC120036.3	0.122420297
AC120036.4	0.01258113
AC120042.1	0
AC120042.2	0
AC120042.3	0.002225824
AC120045.1	0
AC120045.2	0
AC120049.1	0.698121751
AC120053.1	1.341300643
AC120057.1	0.057822133
AC120057.2	0
AC120057.3	0.155242581
AC120057.4	0.20350387
AC120114.1	0.106718261
AC120114.2	0.765557913
AC120114.3	0
AC120114.4	0.935616927
AC120114.5	0.05636618
AC120193.1	0
AC120338.1	0
AC120349.1	0.777933234
AC120349.2	0
AC120349.3	0
AC120498.1	0.032919744
AC120498.10	0.155146515
AC120498.2	3.146545782
AC120498.3	0
AC120498.4	0
AC120498.5	0
AC120498.6	0.185441396
AC120498.7	0
AC120498.8	0.029509977
AC120498.9	0.012156554
AC121154.1	0
AC121161.1	0
AC121161.2	0
AC121247.1	0.241660846
AC121247.2	0
AC121251.1	0.062930916
AC121320.1	0
AC121333.1	0
AC121334.1	0
AC121334.2	0
AC121338.1	0.073052671
AC121338.2	0.269549277
AC121342.1	0
AC121493.1	0.348217733
AC121757.1	0.351565981
AC121758.1	0.075526677
AC121758.2	0
AC121758.3	0
AC121761.1	0.475803583
AC121761.2	1.159883451
AC121764.1	0
AC121764.2	0
AC121764.3	0
AC122108.1	0
AC122108.2	0.02979049
AC122129.1	1.648998026
AC122129.2	0
AC122133.1	0
AC122134.1	0
AC122136.1	0.163910021
AC122138.1	0
AC122683.1	0.043709339
AC122685.1	0.023009982
AC122688.1	0
AC122688.2	0
AC122688.3	0.515245737
AC122688.4	0
AC122694.1	0
AC122707.1	0
AC122710.1	0
AC122710.2	0.052583215
AC122710.3	0.057929013
AC122713.1	0
AC122713.2	0.056383081
AC122714.1	0
AC122714.2	0
AC122718.1	3.454095257
AC122718.2	0.106056162
AC122719.1	0
AC122719.2	0.037309043
AC123023.1	4.715056333
AC123567.1	0
AC123567.2	0
AC123595.1	1.662856192
AC123595.2	0
AC123767.1	0
AC123768.1	0
AC123768.2	0.149847795
AC123768.3	0.038156976
AC123768.4	0.156474445
AC123769.1	0
AC123777.1	0.012446226
AC123786.1	0
AC123786.2	0
AC123788.1	0
AC123788.2	0
AC123900.1	0
AC123904.1	0
AC123904.2	0
AC123904.3	0
AC123905.1	0
AC123912.1	0.771220483
AC123912.2	0
AC123912.3	0
AC123912.4	0.571987533
AC123912.5	0.137053627
AC123912.6	0
AC124016.1	0.276729324
AC124016.2	1.861524874
AC124017.1	0.010125879
AC124045.1	0.842462258
AC124057.1	0
AC124066.1	0
AC124067.1	0
AC124067.2	0.891027729
AC124067.3	0
AC124067.4	0.032933581
AC124068.1	0
AC124068.2	0.324982285
AC124069.1	0.106597265
AC124076.1	0
AC124242.1	0.555363615
AC124242.2	0.028006788
AC124248.1	0.662653149
AC124254.1	0.223057623
AC124276.1	0.052290761
AC124276.2	0.370377043
AC124283.1	0
AC124283.2	1.675387207
AC124283.3	0.316561576
AC124283.4	0.721635434
AC124283.5	0.060634929
AC124290.1	0
AC124290.2	0
AC124293.1	0
AC124301.1	0
AC124301.2	0
AC124303.1	0
AC124303.2	0
AC124312.1	0
AC124312.2	0.954132899
AC124312.3	0.481757543
AC124312.4	0.151643206
AC124312.5	0.760102141
AC124312.6	0.187437775
AC124319.1	0.167976395
AC124319.2	0.314733578
AC124319.3	0.893714714
AC124319.4	0.137772403
AC124657.1	0
AC124784.1	0
AC124798.1	1.010954709
AC124804.1	0
AC124854.1	0.205910618
AC124856.1	0
AC124861.1	0.146105343
AC124864.1	0
AC124864.2	0
AC124891.1	0
AC124893.1	0.057503846
AC124916.1	0.200527579
AC124916.2	0
AC124944.1	0.063440478
AC124944.2	0.088316092
AC124944.3	0.187608756
AC124945.1	0
AC124947.1	0.217384481
AC124947.2	0.04149108
AC125232.1	0.690005309
AC125238.1	0
AC125238.2	0.010881804
AC125257.1	2.807728309
AC125257.2	0
AC125336.1	0
AC125388.1	0
AC125421.1	0.082472621
AC125421.2	0
AC125437.1	0.724234361
AC125437.2	0
AC125494.1	0.039190824
AC125494.2	0.333907415
AC125494.3	0
AC125603.1	0
AC125603.2	0.089439486
AC125603.3	0
AC125603.4	0.005805779
AC125604.1	0.022163788
AC125611.1	0.547416524
AC125611.2	0.072657487
AC125611.3	0
AC125611.4	0.0564203
AC125612.1	0
AC125613.1	0
AC125616.1	0
AC125618.1	0.027832678
AC125634.1	0
AC125793.1	0
AC125807.1	0.459375185
AC125807.2	3.317680622
AC126118.1	0.52399006
AC126120.1	0
AC126121.1	0
AC126121.2	0
AC126124.1	0
AC126124.2	0.04881557
AC126175.1	0.020672557
AC126177.1	0
AC126177.2	0
AC126177.3	0
AC126177.4	0
AC126177.5	0
AC126177.6	0.03302381
AC126177.7	0.046155517
AC126177.8	0.015438225
AC126178.1	0.016922028
AC126182.1	0
AC126182.2	0
AC126283.1	0.172195582
AC126323.1	0.044242243
AC126323.2	0
AC126323.3	0.02778333
AC126323.4	0
AC126323.5	0
AC126323.6	0.004323896
AC126335.1	0
AC126335.2	0
AC126365.1	0.010349933
AC126365.2	0
AC126389.1	0.270168931
AC126471.1	0
AC126474.1	0.230259986
AC126474.2	2.802655298
AC126544.1	0.313814379
AC126564.1	0.023352903
AC126603.1	0.056141792
AC126614.1	0
AC126615.1	0.124363476
AC126615.2	0.121707169
AC126696.1	0
AC126696.2	0.03001877
AC126696.3	0.039076803
AC126755.1	0.237211816
AC126755.2	0.010343101
AC126755.3	0
AC126755.4	0
AC126755.5	0
AC126755.6	0
AC126763.1	0
AC126768.1	0
AC126768.2	0.299984872
AC126768.3	0
AC126773.1	0.085940391
AC126773.2	0.10247787
AC126773.3	0.052642099
AC126773.4	0.0360462
AC126915.1	0
AC126915.2	0
AC126915.3	0
AC127002.1	0.103317349
AC127024.1	0
AC127024.2	0.087638691
AC127024.3	0.034064778
AC127024.4	1.780658863
AC127024.5	2.068956012
AC127024.6	0.665227273
AC127024.7	0
AC127024.8	0.029932756
AC127029.1	0
AC127029.2	0
AC127070.1	0.225870962
AC127070.2	0.105649879
AC127070.3	0
AC127070.4	0.223428679
AC127071.1	0
AC127071.2	0
AC127164.1	0.014937844
AC127381.1	0
AC127381.2	0
AC127383.1	0
AC127391.1	0
AC127455.1	0
AC127459.1	0
AC127459.2	0.08406544
AC127459.3	0
AC127496.1	0.014898786
AC127496.2	0.255485837
AC127496.3	0.031720239
AC127496.4	0
AC127496.5	0.653606547
AC127496.6	0
AC127496.7	0.104581522
AC127502.1	0.073945851
AC127502.2	0.873136341
AC127521.1	0.621465076
AC127522.1	0
AC127526.1	0.069643547
AC127526.2	0.136555974
AC127537.1	0.167367669
AC127540.1	0.022742813
AC127894.1	0
AC128657.1	0
AC128676.1	0
AC128677.1	0
AC128685.1	0
AC128687.1	0.075944094
AC128687.2	0.083055466
AC128688.1	0.090576867
AC128688.2	3.066005906
AC128689.1	0
AC128707.1	0.117707403
AC128709.1	0.05223266
AC128709.2	0.645887731
AC128709.3	1.802277086
AC128713.1	0
AC128716.1	0
AC129102.1	0
AC129492.1	1.224745852
AC129492.2	0.424327218
AC129492.3	0
AC129492.4	0.067396981
AC129492.5	0
AC129492.6	1.28480336
AC129492.7	0
AC129502.1	0
AC129507.1	0.137213643
AC129507.2	0.460876412
AC129507.3	0.240281678
AC129507.4	0.326454125
AC129510.1	1.016419329
AC129510.2	0.090839409
AC129778.1	0
AC129807.1	0
AC129850.1	0
AC129908.1	0
AC129926.1	0.025520844
AC130289.1	0
AC130289.2	0
AC130304.1	0
AC130324.1	0.245135227
AC130324.2	0.049121624
AC130324.3	0
AC130343.1	0
AC130343.2	0.183917817
AC130352.1	0.0237062
AC130360.1	0
AC130364.1	0
AC130364.2	0
AC130365.1	0
AC130366.1	0
AC130371.1	0.099807631
AC130371.2	1.35924598
AC130404.1	0.021204057
AC130415.1	0.046543954
AC130448.1	0
AC130448.2	0
AC130454.1	0
AC130456.1	0.367889608
AC130456.2	1.348235473
AC130456.3	1.138721497
AC130456.4	0.400581302
AC130456.5	0
AC130456.6	0
AC130456.7	0.274470984
AC130462.1	0.114169749
AC130464.1	0
AC130469.1	0.282702541
AC130472.1	0.05071132
AC130509.1	0
AC130650.1	0.113275648
AC130650.2	0.430381468
AC130651.1	0.029234698
AC130686.1	0.006354338
AC130689.1	0.691314617
AC130709.1	0
AC130710.1	0
AC130895.1	0
AC131009.1	0.11035069
AC131009.2	0
AC131009.3	1.146570585
AC131009.4	0.135084465
AC131011.1	0.139908911
AC131025.1	0.026649316
AC131025.2	0
AC131055.1	0
AC131055.2	0
AC131094.1	0
AC131097.1	0.021204057
AC131097.2	0
AC131097.3	0.062679192
AC131097.4	0.548854571
AC131157.1	0
AC131159.1	0.662104141
AC131159.2	0.223216496
AC131182.1	0
AC131206.1	0
AC131210.1	0
AC131211.1	0
AC131212.1	0.304951159
AC131212.2	0.33536837
AC131212.3	0.230274348
AC131212.4	0.032143175
AC131235.1	1.091748221
AC131235.2	0
AC131235.3	0.081190663
AC131235.4	0
AC131238.1	0.047773774
AC131254.1	0.007555351
AC131254.2	0
AC131254.3	0
AC131274.1	0
AC131274.2	0
AC131274.3	0
AC131274.4	0
AC131280.1	0
AC131281.1	0.191095097
AC131281.2	0
AC131391.1	0
AC131392.1	0.297057782
AC131392.2	0
AC131532.1	0
AC131571.1	0.06646786
AC131649.1	0.011934347
AC131649.2	12.96579591
AC131888.1	0.036138833
AC131902.1	0.026380131
AC131902.2	0.021643367
AC131902.3	0
AC131934.1	0.360817717
AC131935.1	0
AC131935.2	0
AC131953.1	0.197104377
AC131956.1	0
AC131956.2	0.122420297
AC131971.1	0.052867065
AC132008.1	1.205369076
AC132008.2	3.955482989
AC132068.1	0.034138993
AC132154.1	0.044057539
AC132186.1	0.044264966
AC132192.1	0.183732975
AC132192.2	0.642092856
AC132216.1	0
AC132217.1	0
AC132219.1	0.065564008
AC132219.2	0.329961367
AC132479.1	0
AC132803.1	0
AC132807.1	0
AC132807.2	0
AC132812.1	12.41989594
AC132825.1	0.006973653
AC132825.2	0
AC132825.3	0
AC132825.4	0
AC132872.1	2.609447532
AC132872.2	0.01985194
AC132872.3	2.491223846
AC132872.4	0.52458287
AC132938.1	0.2611633
AC132938.2	0.115219103
AC132938.3	0.65290825
AC132938.4	0
AC132938.5	0.189363118
AC132942.1	2.498083738
AC133041.1	0.077959194
AC133065.1	0.063354978
AC133065.2	0.175458548
AC133065.3	3.195900768
AC133104.1	0
AC133104.2	0
AC133106.1	0.039470524
AC133134.1	0.829320785
AC133141.1	0.046223593
AC133435.1	0.435272166
AC133473.1	0.209629405
AC133480.1	0
AC133485.1	0
AC133485.2	0
AC133485.3	0
AC133485.4	0
AC133485.5	0
AC133485.6	0
AC133528.1	0.272518226
AC133539.1	0
AC133539.2	0.067108343
AC133540.1	0
AC133548.1	0
AC133548.2	0
AC133550.1	0
AC133550.2	0.576095514
AC133552.1	0
AC133552.2	0.73756598
AC133552.3	0.134144873
AC133552.4	0.231801745
AC133552.5	1.349832786
AC133555.1	0
AC133555.2	0
AC133555.3	0
AC133555.4	0.309272329
AC133555.5	0
AC133561.1	0
AC133561.2	0
AC133561.3	0
AC133561.4	0
AC133565.1	0
AC133569.1	0
AC133634.1	0
AC133637.1	0
AC133644.1	0
AC133644.2	0.435272166
AC133681.1	0.05214575
AC133785.1	0
AC133794.1	0.291451385
AC133865.1	0
AC133919.1	0
AC133919.2	0.049379616
AC133919.3	0
AC133961.1	0.205640394
AC133963.1	1.110605099
AC133963.2	0.162662263
AC133965.1	0
AC134026.1	0.02099571
AC134043.1	0.442094614
AC134043.2	0.364088247
AC134050.1	0
AC134312.1	0.125670393
AC134312.2	0
AC134312.3	0
AC134312.4	0.028031839
AC134312.5	0.010398008
AC134312.6	0.035292338
AC134349.1	0.040700774
AC134349.2	0.051658675
AC134407.1	0.132607599
AC134407.2	0.071298373
AC134407.3	0.124537899
AC134508.1	0
AC134669.1	0.113549261
AC134682.1	0.01392046
AC134684.1	0
AC134698.1	0
AC134698.2	0
AC134698.3	0
AC134698.4	0
AC134698.5	0
AC134772.1	0
AC134775.1	0.033771116
AC134878.1	0
AC134878.2	0.148646305
AC134879.1	0
AC134879.2	0.443104828
AC134879.3	0
AC134915.1	0
AC134978.1	0
AC134981.1	0.045028155
AC135001.1	0
AC135012.1	0
AC135012.2	0.032713566
AC135012.3	0.422878926
AC135048.1	0.09613373
AC135048.2	0
AC135048.3	0.095547549
AC135048.4	0.197970532
AC135050.1	0.139558457
AC135050.2	0.00576944
AC135050.3	0.977181167
AC135050.4	0.186545214
AC135050.5	1.183170751
AC135050.6	14.88216264
AC135050.7	0.162491142
AC135068.1	0
AC135068.2	0.088780725
AC135068.3	0
AC135068.4	0
AC135068.5	0
AC135068.6	0
AC135068.7	0
AC135068.8	0.044390363
AC135068.9	0.176561104
AC135178.1	0.758686681
AC135178.2	0.020304241
AC135178.3	0.478552069
AC135178.4	0.142972609
AC135178.5	0.139493751
AC135178.6	0.039371352
AC135279.1	0.062181738
AC135279.2	0.025273868
AC135279.3	0.071715323
AC135352.1	0.077354433
AC135371.1	0
AC135388.1	0
AC135457.1	0
AC135506.1	0.51390666
AC135507.1	0.67036569
AC135507.2	0
AC135584.1	0
AC135586.1	0.0272993
AC135586.2	0.027636328
AC135626.1	0
AC135628.1	0
AC135721.1	1.305816499
AC135731.1	0
AC135731.2	0
AC135776.1	0
AC135776.2	0
AC135776.3	0
AC135776.4	0
AC135782.1	0
AC135782.2	0.033198725
AC135782.3	0.029776338
AC135803.1	0.443746492
AC135895.1	0
AC135977.1	0.40849317
AC135983.1	0.014284228
AC135983.2	0.616661059
AC135983.3	0.127812382
AC135983.4	0.037249916
AC135983.5	0
AC135999.1	0
AC136188.1	0
AC136285.1	0
AC136285.2	0
AC136424.1	0
AC136424.2	0.055665357
AC136428.1	0.044899135
AC136428.2	0
AC136428.3	0
AC136443.1	0
AC136443.2	0
AC136443.3	0.046360349
AC136443.4	0
AC136443.5	0
AC136469.1	0.153324834
AC136469.2	0.060971977
AC136475.1	0.514852928
AC136475.10	0.651212384
AC136475.2	1.8787768
AC136475.3	8.891699327
AC136475.4	0
AC136475.5	0.454019206
AC136475.6	0.108441509
AC136475.7	0.15881552
AC136475.8	0
AC136475.9	1.071978132
AC136489.1	0.018167882
AC136601.1	0
AC136601.2	0
AC136603.1	0
AC136604.1	0
AC136604.2	0.406490182
AC136604.3	0.419897145
AC136618.1	0
AC136618.2	0
AC136619.1	0
AC136619.2	0
AC136621.1	0
AC136624.1	0
AC136624.2	0
AC136624.3	0
AC136628.1	0
AC136628.2	0
AC136628.3	2.863790668
AC136628.4	0
AC136632.1	2.306721532
AC136632.2	0.345791129
AC136698.1	0
AC136759.1	0
AC136777.1	0
AC136777.2	0
AC136896.1	0
AC136932.1	0
AC136944.1	0
AC136944.2	0
AC136944.3	0
AC136944.4	0
AC136944.5	0
AC137055.1	0.079340749
AC137056.1	0
AC137056.2	0
AC137499.1	0
AC137499.2	0
AC137527.1	0
AC137549.1	0
AC137579.1	0
AC137579.2	0
AC137590.1	0
AC137590.2	0
AC137627.1	0.054220754
AC137630.1	0.180342944
AC137630.2	0.332389654
AC137630.3	0
AC137630.4	0
AC137675.1	0
AC137695.1	0.032044577
AC137695.2	0.020782225
AC137723.1	0.176810133
AC137723.2	0.393713517
AC137735.1	0
AC137761.1	0
AC137761.2	0
AC137767.1	0.06279082
AC137768.1	0
AC137770.1	0.118262626
AC137800.1	0
AC137800.2	0
AC137803.1	0
AC137810.1	0.174108867
AC137834.1	0
AC137834.2	0
AC137894.1	0.257821174
AC137932.1	1.394218003
AC137932.2	0.092175282
AC137932.3	0.282570128
AC138024.1	0
AC138028.1	0.028006788
AC138028.2	0.153529395
AC138028.3	0
AC138028.4	2.539441518
AC138028.5	0
AC138028.6	0.528670648
AC138035.1	0.161983766
AC138035.2	0
AC138035.3	0
AC138057.1	0
AC138058.1	0.069798655
AC138089.1	0.016204548
AC138123.1	0.049121624
AC138123.2	0.039620222
AC138150.1	0.067542233
AC138150.2	0.22376024
AC138207.1	0.086255769
AC138207.2	2.070196889
AC138207.3	1.887927469
AC138207.4	0.367924215
AC138207.5	1.685748439
AC138207.6	0.037412968
AC138207.7	0.093831126
AC138207.8	1.883003206
AC138230.1	0.424783681
AC138304.1	0
AC138305.1	0.019274044
AC138305.2	0
AC138305.3	0.195872475
AC138331.1	0
AC138356.1	0.082630766
AC138356.2	1.550534734
AC138356.3	0.012760422
AC138360.1	0
AC138392.1	0.391319602
AC138393.1	0.940404064
AC138393.2	0.318491829
AC138393.3	0.218775539
AC138409.1	0.004355141
AC138409.2	0.30524032
AC138430.1	0
AC138430.2	0
AC138466.1	0.200381049
AC138466.2	0
AC138466.3	0
AC138466.4	0
AC138466.5	0.116359886
AC138470.1	0.181726703
AC138473.1	0.089371471
AC138474.1	0.20972961
AC138512.1	0.072211051
AC138517.1	0
AC138623.1	0
AC138625.1	0.064885292
AC138625.2	0
AC138627.1	0.062005984
AC138627.2	0
AC138645.1	0
AC138646.1	0
AC138647.1	0
AC138649.1	0.573285292
AC138649.2	0.177813311
AC138649.3	0
AC138649.4	0.109197199
AC138655.1	0.123384236
AC138696.1	0
AC138696.2	0.56214522
AC138701.1	0
AC138701.2	0
AC138749.1	0
AC138749.2	0
AC138749.3	0
AC138749.4	0
AC138749.5	0
AC138761.1	3.197536345
AC138761.2	0
AC138761.3	0
AC138761.4	0
AC138761.5	0
AC138761.6	0
AC138781.1	0.031029303
AC138811.1	0.173626571
AC138811.2	0
AC138819.1	0.07271368
AC138832.1	0.14091545
AC138853.1	0
AC138866.1	0.094586306
AC138866.2	0
AC138869.1	0
AC138869.2	0
AC138869.3	0
AC138894.1	0.027315162
AC138894.2	0
AC138894.3	0.02471577
AC138894.4	0
AC138904.1	0.037895521
AC138904.2	0
AC138907.1	0
AC138907.10	0
AC138907.2	0
AC138907.3	0
AC138907.4	0
AC138907.5	0
AC138907.6	0
AC138907.7	0
AC138907.8	0
AC138907.9	0
AC138915.1	0
AC138915.2	0
AC138915.3	0
AC138932.1	0.236308813
AC138932.2	0.010740095
AC138932.3	0.173010388
AC138932.4	0
AC138932.5	0.417490177
AC138938.1	0
AC138951.1	0.011672103
AC138951.2	0
AC138956.1	0.808362595
AC138956.2	1.068395318
AC138965.1	0
AC138965.2	0
AC138965.3	0
AC138969.1	0.021826995
AC138969.2	0.066263745
AC138969.3	0
AC138969.4	0
AC139085.1	0
AC139099.1	0.017908341
AC139099.2	0
AC139099.3	0
AC139099.4	0
AC139100.1	0.147430895
AC139100.2	0.639100522
AC139103.1	0.015213396
AC139143.1	0.038947302
AC139149.1	0.311103617
AC139256.1	0.018094455
AC139256.2	0.370760912
AC139272.1	0.024484059
AC139365.1	0
AC139365.2	0
AC139426.1	0
AC139426.2	0
AC139426.3	0
AC139451.1	0.047484236
AC139453.1	0.47127212
AC139453.2	0.169862309
AC139491.1	0
AC139491.2	0.040323721
AC139491.3	0
AC139491.4	0
AC139491.5	0
AC139493.1	0
AC139495.1	0.029207452
AC139495.2	0
AC139495.3	0.04944268
AC139497.1	0
AC139530.1	1.157203089
AC139530.2	0
AC139530.3	0
AC139697.1	0
AC139700.1	0
AC139712.1	0
AC139712.2	0
AC139712.3	0
AC139713.1	0
AC139713.2	0.187613406
AC139718.1	0
AC139718.2	0
AC139720.1	0
AC139720.2	0
AC139722.1	0
AC139749.1	0.118331324
AC139768.1	2.373154262
AC139769.1	2.813474569
AC139769.2	0.020519159
AC139769.3	0
AC139783.1	0
AC139783.2	0
AC139792.1	0.024219162
AC139792.2	0.026694715
AC139792.3	0
AC139795.1	0.945191836
AC139795.2	1.315511311
AC139795.3	0.202751545
AC139887.1	0.328737021
AC139887.2	0.616842842
AC139887.3	0
AC139887.4	0.45767143
AC140059.1	0
AC140063.1	0
AC140076.1	0.130219928
AC140113.1	0
AC140113.2	0
AC140113.3	0
AC140113.4	0
AC140118.1	0
AC140125.1	0
AC140125.2	0
AC140125.3	0
AC140134.1	0.221075028
AC140172.1	0
AC140479.1	0
AC140479.2	0.01001265
AC140479.3	0.041749018
AC140479.4	0.038748264
AC140481.1	0
AC140481.2	0
AC140504.1	0
AC140658.1	0
AC140658.2	0
AC140658.3	0
AC140658.4	0
AC140658.5	0
AC140658.6	0
AC140725.1	0
AC140725.2	0
AC140725.3	0
AC140847.1	0
AC140847.2	0.485067771
AC140847.3	0
AC140878.1	0
AC140912.1	0.05493356
AC141002.1	0.393149054
AC141257.1	0
AC141257.2	0
AC141273.1	0
AC141273.2	0
AC141273.3	0
AC141424.1	0.047376562
AC141557.1	1.566979799
AC141557.2	0.097529863
AC141586.1	0.375938447
AC141586.2	0.027394752
AC141586.3	0
AC141586.4	0.079693823
AC141586.5	0.076438039
AC141846.1	0
AC141928.1	0.162758123
AC141930.1	0.01993613
AC141930.2	0.02823387
AC142086.1	0
AC142086.2	0
AC142086.3	0
AC142086.4	0
AC142086.5	0
AC142086.6	0
AC142381.1	0.227098522
AC142381.2	0
AC142381.3	0.091471654
AC142381.4	0
AC142384.1	0
AC142391.1	0.046915563
AC142472.1	0.630032085
AC143336.1	0
AC144450.1	0.038195729
AC144521.1	0
AC144522.1	0
AC144530.1	3.331596691
AC144548.1	0.298156833
AC144568.1	0.228756175
AC144568.2	0
AC144652.1	0.704368998
AC144831.1	1.876127922
AC144833.1	0
AC144836.1	0.046087641
AC145098.1	0.866532608
AC145098.2	0.341773519
AC145124.1	0.402970558
AC145138.1	0.208857357
AC145141.1	0
AC145141.2	0
AC145146.1	0.036697419
AC145207.1	0
AC145207.2	0
AC145207.3	0
AC145207.4	0
AC145207.5	0.928970127
AC145207.6	0
AC145207.7	0.016356783
AC145207.8	0.91847839
AC145207.9	0.337503341
AC145285.1	0.316105435
AC145285.2	0.327285643
AC145285.3	0.116072578
AC145285.4	0
AC145285.5	0
AC145285.6	0.111999856
AC145285.7	0
AC145343.1	0.168751671
AC145350.1	0
AC145350.2	0
AC145350.3	0
AC145350.4	0
AC145422.1	0.20163343
AC145423.1	0.326454125
AC145423.2	0.524512067
AC145423.3	0.503312569
AC145543.1	0
AC145625.1	0
AC145676.1	0.078192605
AC146507.1	0.044264966
AC146507.2	0.065839487
AC146944.1	0
AC146944.2	0.042580973
AC146944.3	0
AC146944.4	0
AC146949.1	0
AC147055.1	0.020893064
AC147055.2	0
AC147055.3	0
AC147055.4	0
AC147067.1	2.949927429
AC147067.2	2.494154698
AC147651.1	0.321798476
AC147651.2	0.082184255
AC147651.3	0.149236171
AC147651.4	6.580886435
AC147876.1	0
AC148476.1	0.200039974
AC148477.1	0
AC148477.2	0
AC148477.3	0.008614512
AC148477.4	0
AC148477.5	0
AC148477.6	0
AC148477.7	0
AC148477.8	0
AC148477.9	0
AC152007.1	0
AC152010.1	0
AC156455.1	0.427902731
AC159540.1	0
AC159540.2	0.005109161
AC174048.1	0
AC174065.1	0.034329372
AC174071.1	0
AC187653.1	0
AC190387.1	0
AC209005.1	0
AC209007.1	0.105088064
AC209154.1	0
AC209154.2	0
AC211429.1	0
AC211433.1	0.022015874
AC211433.2	0.20245217
AC211433.3	0
AC211469.1	0
AC211469.2	0
AC211476.1	0.033482474
AC211476.2	0.22132483
