	3ceffeff-4dd6-4ff9-8fa2-eb88199c498b
	tumor
AC067930.4	4.463321001
AC067930.5	3.182719254
AC067930.6	0.519105095
AC067931.1	0.836182488
AC067931.2	0.028432069
AC067940.1	0
AC067942.1	0.130086714
AC067942.2	0.01701888
AC067942.3	0
AC067945.1	0.104756992
AC067945.2	0
AC067945.3	0.331999083
AC067956.1	0.010465538
AC067959.1	0
AC067960.1	0
AC067968.1	0
AC067968.2	0
AC067969.1	0
AC067969.2	0
AC068014.1	0
AC068020.1	0
AC068025.1	0.056640263
AC068025.2	0
AC068042.1	0
AC068044.1	0
AC068050.1	0.113578634
AC068051.1	0.059367099
AC068057.1	0
AC068057.2	0
AC068058.1	0
AC068075.1	0
AC068112.1	0
AC068134.1	0
AC068134.2	0
AC068134.3	1.095428445
AC068134.4	0
AC068135.1	0
AC068135.2	0
AC068137.1	0.184759763
AC068137.2	0
AC068138.1	0
AC068152.1	1.07641877
AC068189.1	0.081536299
AC068196.1	0.155437746
AC068213.1	0
AC068228.1	0.361054343
AC068228.2	0.372067938
AC068234.1	0
AC068234.2	0.060532792
AC068234.3	0
AC068254.1	0
AC068254.2	0.006032972
AC068276.1	0
AC068279.1	0
AC068282.1	0.304846741
AC068286.1	0
AC068287.1	0
AC068295.1	0
AC068298.1	0
AC068299.1	0.061692225
AC068305.1	0.017908664
AC068305.2	1.438662692
AC068313.1	0.021408671
AC068338.1	0
AC068338.2	0.6941799
AC068338.3	1.187412987
AC068385.1	0
AC068389.1	0
AC068389.2	0.451673171
AC068389.3	0
AC068389.4	0
AC068397.1	0
AC068397.2	0
AC068408.1	0
AC068413.1	0
AC068418.1	0
AC068418.2	0
AC068446.1	0.097520712
AC068446.2	0
AC068446.3	0
AC068448.1	0
AC068472.1	0.048989649
AC068473.1	0.019423889
AC068473.2	0
AC068473.3	0.077096247
AC068473.4	0
AC068473.5	4.895063695
AC068481.1	0
AC068483.1	0
AC068489.1	0
AC068490.1	0
AC068491.1	0.034778308
AC068491.2	0
AC068491.3	0.071220925
AC068491.4	0.089384368
AC068492.1	0
AC068506.1	0.032208866
AC068512.1	0.011916036
AC068522.1	1.000808829
AC068531.1	0
AC068533.1	0
AC068533.2	0
AC068533.3	0.053415694
AC068533.4	0
AC068535.1	0
AC068538.1	0
AC068580.1	1.28452026
AC068580.2	0.319229887
AC068580.3	1.338705979
AC068580.4	0.194803875
AC068587.1	0
AC068587.2	0.812148294
AC068587.3	0
AC068594.1	0.272150583
AC068594.2	0.072294608
AC068599.1	0
AC068620.1	0.979052115
AC068620.2	0.655105333
AC068631.1	0.007777256
AC068633.1	0
AC068643.1	0
AC068643.2	0.017222618
AC068647.1	0
AC068647.2	0.05533318
AC068657.1	0
AC068658.1	0
AC068669.1	0.348688444
AC068672.1	0
AC068672.2	0
AC068672.3	0
AC068675.1	0.076933834
AC068700.1	0
AC068707.1	0
AC068714.1	0
AC068721.1	0
AC068722.1	0
AC068722.2	0.39669008
AC068724.1	0.040563798
AC068724.2	0
AC068726.1	0.063284283
AC068733.1	0
AC068733.2	0
AC068756.1	0.053548239
AC068759.1	0.045914767
AC068760.1	0
AC068768.1	1.634471566
AC068768.2	0.188745834
AC068769.1	0.044476382
AC068775.1	0.021623187
AC068781.1	0.034918997
AC068787.1	0
AC068789.1	0
AC068790.1	0
AC068790.2	0.542404246
AC068790.3	0.624374405
AC068790.4	0.410265026
AC068790.5	0.607885644
AC068790.6	0.418215899
AC068790.7	0.776550885
AC068790.8	0.042817342
AC068790.9	0
AC068792.1	0.103500913
AC068802.1	0.058961586
AC068831.1	0.394896648
AC068831.2	0
AC068831.3	0
AC068831.4	0
AC068831.5	0
AC068831.6	0.843353992
AC068858.1	0.034834448
AC068860.1	0.051985938
AC068867.1	0
AC068870.1	0
AC068870.2	4.992788262
AC068870.3	0
AC068875.1	0
AC068880.1	0
AC068880.2	0
AC068880.3	0
AC068880.4	0
AC068880.5	0
AC068888.1	1.301245071
AC068888.2	0.241566497
AC068896.1	0.126124725
AC068898.1	0
AC068898.2	0
AC068944.1	0.013453828
AC068944.2	0
AC068946.1	0.53369745
AC068985.1	0.030696928
AC068987.1	0
AC068987.2	0
AC068987.3	0.231138602
AC068987.4	1.092394307
AC068992.1	0
AC068993.1	0.036638269
AC068993.2	0
AC069023.1	0
AC069029.1	0
AC069061.1	0
AC069061.2	1.52857911
AC069079.1	0
AC069113.1	0
AC069113.2	0
AC069113.3	0
AC069114.1	0
AC069114.2	0
AC069120.1	0
AC069133.1	0.038127103
AC069148.1	1.039658586
AC069152.1	0
AC069154.1	0.199076941
AC069155.1	0
AC069157.1	0
AC069185.1	0.098899818
AC069200.1	0.467676726
AC069209.1	0.06629782
AC069213.1	0.538980259
AC069213.2	0
AC069213.3	0.682909506
AC069218.1	1.047844874
AC069218.2	0
AC069222.1	0.314707464
AC069224.1	0.855647782
AC069228.1	0
AC069234.1	0.037015335
AC069234.2	0
AC069234.3	0
AC069234.4	0.104756992
AC069234.5	0.363123997
AC069235.1	0
AC069236.1	0.070064741
AC069240.1	0
AC069257.1	0.503028913
AC069257.2	0
AC069257.3	0
AC069262.1	0
AC069271.1	0.414998853
AC069272.1	0
AC069277.1	0.321236294
AC069277.2	0
AC069280.1	0
AC069281.1	0.189297723
AC069281.2	1.25037146
AC069282.1	15.754177
AC069285.1	0
AC069285.2	0
AC069287.1	0
AC069287.2	0
AC069287.3	0
AC069294.1	0.123313945
AC069304.1	0
AC069304.2	0
AC069304.3	0
AC069306.1	0.02559898
AC069307.1	0.241386358
AC069335.1	0
AC069360.1	0.31902763
AC069366.1	0.051503438
AC069366.2	0
AC069368.1	0.016898935
AC069421.1	0
AC069431.1	0.080479266
AC069431.2	0.019635979
AC069437.1	0
AC069439.1	0
AC069439.2	0
AC069444.1	0
AC069454.1	0
AC069499.1	0.635951092
AC069499.2	0.395443934
AC069503.1	0.018880088
AC069503.2	0.117858768
AC069503.3	0.446481525
AC069528.1	0
AC069528.2	0.433549782
AC069540.1	0
AC069540.2	0
AC069542.1	0.03874316
AC069542.2	0.099907131
AC069544.1	1.814529521
AC069545.1	0.060279163
AC069547.1	0.217704317
AC069549.1	0.043246373
AC072022.1	0.180585275
AC072026.1	0
AC072039.1	0
AC072039.2	0.245785198
AC072046.1	0
AC072046.2	0
AC072052.1	1.622021662
AC072061.1	0.521627923
AC072062.1	0.01131914
AC073023.1	0
AC073046.1	1.549329053
AC073046.2	0
AC073050.1	0
AC073052.1	0.302240061
AC073052.2	0.042480198
AC073055.1	0
AC073062.1	1.043425688
AC073063.1	0.248862574
AC073065.1	0.007529637
AC073071.1	0
AC073072.1	0.094926424
AC073072.2	1.116203813
AC073073.1	0.74574308
AC073073.2	0.200899367
AC073082.1	0.020523006
AC073089.1	0
AC073091.1	0
AC073091.2	0
AC073094.1	0
AC073107.1	0
AC073107.2	0.725376147
AC073109.1	0
AC073111.1	0.565188915
AC073111.2	0
AC073114.1	0.044040695
AC073115.1	0.040563798
AC073115.2	0
AC073127.1	0
AC073130.1	0.008429664
AC073130.2	0.305931543
AC073130.3	0.104205155
AC073133.1	0.049953566
AC073133.2	0.007998495
AC073135.1	0
AC073136.1	0.112239634
AC073136.2	0.025418069
AC073137.1	0
AC073143.1	0
AC073150.1	0.019907694
AC073167.1	0.037206794
AC073172.1	0
AC073172.2	0
AC073174.1	0
AC073176.1	0
AC073176.2	0
AC073188.1	0
AC073188.2	0
AC073188.3	0
AC073188.4	0
AC073188.5	0
AC073188.6	0.029663148
AC073195.1	2.140769456
AC073210.1	0.372067938
AC073210.2	0
AC073218.1	0
AC073218.2	0
AC073254.1	0.092692361
AC073255.1	0
AC073257.1	0
AC073257.2	0.367839893
AC073261.1	0
AC073263.1	0.068290951
AC073263.2	0.011583436
AC073263.3	0
AC073264.1	0.051874857
AC073264.2	0
AC073283.1	0.150557724
AC073283.2	0
AC073283.3	0
AC073284.1	0
AC073288.1	0.046012666
AC073288.2	0.357499012
AC073308.1	0
AC073310.1	0.020890552
AC073311.1	0
AC073314.1	0.038952961
AC073316.1	0.01251011
AC073316.2	0.154879955
AC073316.3	0.153828496
AC073320.1	0
AC073321.1	0
AC073323.1	0
AC073324.1	9.684656168
AC073325.1	0
AC073325.2	3.257349491
AC073326.1	0.116229481
AC073332.1	1.101154394
AC073333.1	0.965768937
AC073333.2	0
AC073335.1	0.475590972
AC073335.2	2.364323604
AC073336.1	0
AC073342.1	0
AC073342.2	0
AC073342.3	0.111813163
AC073343.1	0.13259564
AC073343.2	0.125647397
AC073346.1	0
AC073346.2	0.01048588
AC073347.1	0.05715459
AC073348.1	0
AC073349.1	0.101600473
AC073349.2	0.269244421
AC073349.3	0
AC073352.1	1.113250892
AC073352.2	0
AC073358.1	0
AC073359.1	0.165680924
AC073359.2	0
AC073365.1	0.106937266
AC073367.1	0.278650593
AC073370.1	0.164418593
AC073387.1	0
AC073387.2	0
AC073389.1	0.651469898
AC073389.2	0.080422138
AC073389.3	0.461603003
AC073409.1	0
AC073410.1	1.172424604
AC073410.2	0.129999641
AC073413.1	1.2381933
AC073413.2	0
AC073415.1	0.423136086
AC073429.1	0
AC073429.2	0
AC073439.1	0.510911779
AC073464.1	0.040411873
AC073464.2	0
AC073464.3	0
AC073465.1	1.534780242
AC073465.2	0
AC073476.1	0.901373431
AC073476.2	0
AC073476.3	0.051647245
AC073476.4	0
AC073486.1	0
AC073487.1	0.489526058
AC073488.1	0
AC073508.1	0
AC073508.2	0.008625076
AC073508.3	2.798244559
AC073517.1	0.239333904
AC073521.1	0
AC073522.1	0.057241221
AC073525.1	0
AC073529.1	0.056051793
AC073530.1	0.01974377
AC073530.2	0
AC073534.1	0
AC073539.1	0
AC073539.2	0
AC073539.3	0
AC073544.1	0
AC073548.1	1.158115822
AC073551.1	0
AC073569.1	0.064707467
AC073569.2	1.584967372
AC073569.3	0.189852848
AC073571.1	0
AC073573.1	0.089729482
AC073575.1	0.036207954
AC073575.2	0.791608658
AC073578.1	0
AC073578.2	0
AC073578.3	0
AC073578.4	0.08396864
AC073581.1	0
AC073583.1	0
AC073585.1	0.779997845
AC073587.1	0
AC073591.1	0
AC073592.1	0.807985287
AC073592.10	0
AC073592.2	0.02766659
AC073592.3	0.011766598
AC073592.4	0.048385517
AC073592.5	0.040871099
AC073592.6	0
AC073592.7	0.042563985
AC073592.8	0
AC073592.9	0
AC073593.1	0
AC073594.1	0.05928555
AC073610.1	0.435958391
AC073610.2	0
AC073610.3	0.091927329
AC073611.1	2.534892532
AC073612.1	0
AC073614.1	0
AC073621.1	0
AC073626.1	0
AC073626.2	0
AC073636.1	0.066810961
AC073641.1	0.050302891
AC073648.1	0
AC073648.2	0
AC073648.3	0
AC073648.4	0.082893497
AC073648.5	0
AC073651.1	0.046408474
AC073651.2	0
AC073655.1	0
AC073655.2	0.908832614
AC073657.1	0
AC073657.2	0.071220925
AC073834.1	0
AC073842.1	0
AC073842.2	1.320450897
AC073848.1	0.047220876
AC073850.1	0
AC073857.1	2.886880069
AC073861.1	34.08596247
AC073862.1	0
AC073862.2	0
AC073862.3	0.026189248
AC073862.4	0
AC073862.5	0.010646246
AC073863.1	0.037859545
AC073864.1	0
AC073869.1	13.23246216
AC073869.2	0.063099241
AC073869.3	0.037206794
AC073869.4	0
AC073873.1	0
AC073878.1	0
AC073878.2	0
AC073896.1	0.020493771
AC073896.2	1.723398016
AC073896.3	0.345674102
AC073896.4	6.639981654
AC073896.5	0
AC073900.1	0.083427605
AC073901.1	0
AC073909.1	0.021601542
AC073910.1	0.147807811
AC073911.1	0.016587195
AC073911.2	0
AC073911.3	0.136798354
AC073912.1	0
AC073912.2	0
AC073912.3	0.025298875
AC073913.1	0
AC073913.2	0
AC073916.1	0
AC073934.1	0.087191678
AC073941.1	0
AC073941.2	0
AC073957.1	0.806726743
AC073957.2	0
AC073957.3	2.880305744
AC073964.1	0
AC073968.1	0
AC073987.1	0
AC074011.1	0.074285509
AC074019.1	0.019689727
AC074029.1	0.020670441
AC074029.2	0
AC074029.3	0.276665902
AC074029.4	0.046433438
AC074031.1	0
AC074032.1	0.21251508
AC074033.1	0.040336337
AC074035.1	0
AC074043.1	0
AC074044.1	0.305232537
AC074050.1	0
AC074050.2	0
AC074050.3	0
AC074050.4	0.040487693
AC074051.1	0.221049325
AC074051.2	0
AC074051.3	0.663070794
AC074051.4	0.120963791
AC074052.1	0.094648861
AC074052.2	0
AC074085.1	0
AC074085.2	0.605045057
AC074087.1	0
AC074091.1	0
AC074117.1	4.383030094
AC074117.2	0.380502727
AC074121.1	0.062011323
AC074124.1	0
AC074131.1	0
AC074133.1	0
AC074134.1	0.058429441
AC074135.1	0.022316381
AC074135.2	0
AC074138.1	0.480290308
AC074140.1	0
AC074143.1	0
AC074183.1	0
AC074183.2	1.100062036
AC074194.1	0.624499882
AC074198.1	0
AC074198.2	0
AC074212.1	0.597598349
AC074237.1	2.153412309
AC074250.1	0
AC074254.1	0
AC074255.1	0
AC074257.1	0
AC074276.1	0.105611454
AC074276.2	0
AC074281.1	0
AC074286.1	0
AC074290.1	0.479554231
AC074327.1	0.365198991
AC074338.1	0
AC074344.1	0
AC074344.2	0
AC074348.1	0.163484397
AC074351.1	0.717835854
AC074366.1	0.019871032
AC074367.1	0.038364338
AC074375.1	0
AC074389.1	0
AC074389.2	0
AC074389.3	0
AC074397.1	0
AC076966.1	0
AC076968.1	0
AC078776.1	0
AC078777.1	0.583241632
AC078778.1	2.994767236
AC078778.2	0.456718315
AC078785.1	0.032337573
AC078785.2	0
AC078785.3	0.101552661
AC078788.1	0.40845313
AC078788.2	0.112983981
AC078789.1	0
AC078795.1	0.460024182
AC078795.2	0
AC078795.3	0
AC078802.1	1.177553093
AC078809.1	0.154142431
AC078814.1	0
AC078814.2	0
AC078817.1	1.389053633
AC078819.1	1.015526606
AC078820.1	0.11633391
AC078828.1	0
AC078841.1	0
AC078842.1	0.0390234
AC078842.2	0.011417958
AC078845.1	0.251905919
AC078846.1	0.828708708
AC078850.1	0.013296328
AC078850.2	0.108441911
AC078851.1	0
AC078852.1	0.048934105
AC078852.2	0.491383842
AC078857.1	0
AC078860.1	0.204743267
AC078864.1	0
AC078865.1	0
AC078867.1	0
AC078878.1	0
AC078878.2	0
AC078880.1	0
AC078880.2	0
AC078880.3	0.096253079
AC078880.4	0.012338445
AC078880.5	0.256293829
AC078881.1	0.169763529
AC078882.1	0
AC078883.1	2.098907155
AC078883.2	0.038673728
AC078883.3	0.380704612
AC078883.4	0.352805565
AC078886.1	0.038952961
AC078889.1	0.041261836
AC078899.1	0.127476441
AC078899.2	0
AC078899.3	0
AC078899.4	0.019388985
AC078899.5	0
AC078905.1	0.042396739
AC078906.1	0.432680509
AC078909.1	0.046508492
AC078909.2	0.054220956
AC078918.1	0.189297723
AC078922.1	0
AC078923.1	0.140230659
AC078925.1	0
AC078925.2	0
AC078925.3	0
AC078925.4	0.025136797
AC078927.1	0.021930834
AC078929.1	0
AC078942.1	0
AC078950.1	0
AC078955.1	0
AC078960.1	0
AC078962.1	0.076796941
AC078962.2	0.030308905
AC078962.3	0.044771661
AC078962.4	0
AC078974.1	0
AC078980.1	0.329464739
AC078991.1	0.389146466
AC078993.1	0.035405973
AC079015.1	0.144831815
AC079031.1	0.020850184
AC079031.2	0
AC079035.1	0.025448043
AC079054.1	0
AC079061.1	0.014035734
AC079062.1	3.616591524
AC079064.1	0
AC079070.1	0
AC079075.1	0
AC079080.1	0
AC079089.1	0.043883966
AC079089.2	0
AC079089.3	0
AC079097.1	0
AC079098.1	0
AC079112.1	0.022981832
AC079117.1	0
AC079140.1	0.132935978
AC079140.2	1.823656933
AC079140.3	0.117708766
AC079140.4	0.203969191
AC079140.5	0
AC079145.1	0.19944492
AC079148.1	0.105396534
AC079150.1	0
AC079150.2	0
AC079154.1	0
AC079160.1	0.920214849
AC079163.1	0
AC079168.1	0
AC079168.2	0
AC079171.1	0
AC079174.1	0.138332951
AC079174.2	1.021535639
AC079178.1	0
AC079178.2	0
AC079193.1	0
AC079193.2	0.028245995
AC079203.1	0.160247082
AC079203.2	0.05576212
AC079209.1	0.075985706
AC079209.2	0
AC079210.1	0
AC079226.1	0.097206939
AC079226.2	0
AC079228.1	0.061715749
AC079238.1	0
AC079248.1	0
AC079248.2	0
AC079250.1	2.153930019
AC079296.1	0.014522167
AC079298.1	0
AC079298.2	0
AC079298.3	0.188197154
AC079305.1	1.167652084
AC079305.2	0.038466917
AC079305.3	0.296971657
AC079310.1	0
AC079313.1	0.474284404
AC079313.2	0
AC079315.1	0.207832492
AC079316.1	0
AC079316.2	0
AC079322.1	0.323223777
AC079325.1	0
AC079328.1	0.385356078
AC079328.2	0
AC079329.1	0
AC079331.1	0
AC079331.2	0.008476017
AC079336.1	0.05138081
AC079336.2	0.046558663
AC079336.3	0.045431453
AC079336.4	0
AC079336.5	0.182733366
AC079336.6	0.070407636
AC079336.7	0.020018498
AC079340.1	0.039094095
AC079340.2	0
AC079341.1	0.019354207
AC079341.2	0
AC079349.1	0
AC079354.1	0.006977026
AC079354.2	0.280258966
AC079354.3	0.138777752
AC079355.1	0
AC079355.2	0
AC079360.1	0.149170095
AC079362.1	0
AC079363.1	0
AC079380.1	0.034862585
AC079382.1	0
AC079384.1	0
AC079385.1	0.096988496
AC079385.2	0
AC079385.3	0
AC079395.1	0
AC079395.2	0
AC079395.3	0.044586654
AC079411.1	0
AC079411.2	0
AC079414.1	0
AC079414.2	0
AC079414.3	0.316769767
AC079416.1	0.123785509
AC079416.2	0.036177603
AC079416.3	0
AC079447.1	0.292352429
AC079448.1	0
AC079456.1	0
AC079465.1	0.046308885
AC079466.1	0
AC079466.2	0
AC079467.1	0.257824855
AC079584.1	0
AC079584.2	0.041902797
AC079587.1	0.077905922
AC079594.1	0
AC079594.2	0.019267804
AC079597.1	0
AC079598.1	0
AC079598.2	0
AC079598.3	0
AC079598.4	0
AC079600.1	0
AC079600.2	0
AC079600.3	0
AC079601.1	0.046391846
AC079601.2	0.334141012
AC079602.1	0
AC079602.2	0.076254206
AC079602.3	0
AC079610.1	0.074973736
AC079610.2	1.125909933
AC079610.3	0
AC079612.1	0
AC079612.2	0
AC079630.1	0.653077143
AC079684.1	1.481460438
AC079741.1	0
AC079742.1	0
AC079753.1	0.005579095
AC079760.1	0.106831388
AC079760.2	0
AC079763.1	0
AC079766.1	0.404308016
AC079768.1	0.030351534
AC079776.1	0.112395523
AC079776.2	0
AC079777.1	0.121546003
AC079779.1	0
AC079779.2	0.023405575
AC079779.3	0
AC079779.4	0
AC079780.1	0.312752759
AC079781.1	0.054771422
AC079781.2	0
AC079781.3	0
AC079790.1	0
AC079791.1	0
AC079793.1	0
AC079799.1	0
AC079801.1	0.111236806
AC079804.1	0
AC079804.2	0
AC079807.1	1.336141168
AC079809.1	0
AC079834.1	0.307552594
AC079834.2	0.287880169
AC079841.1	0
AC079848.1	0.468401807
AC079858.1	0
AC079866.1	0
AC079866.2	0
AC079880.1	0.063284283
AC079880.2	0
AC079896.1	0
AC079905.1	0.13629436
AC079905.2	0
AC079906.1	0.052956909
AC079907.1	0.692404504
AC079907.2	0.016398131
AC079910.1	0
AC079915.1	0.007762568
AC079917.1	0
AC079921.1	0.296553092
AC079921.2	0.474284404
AC079922.1	5.890902944
AC079922.2	1.248690912
AC079942.1	0
AC079943.1	0
AC079943.2	0.02584424
AC079944.1	0.435958391
AC079944.2	0.911414376
AC079949.1	1.261165347
AC079949.2	1.493599692
AC079950.1	0
AC079953.1	0.029320571
AC079987.1	0
AC079988.1	0.119007024
AC080011.1	0
AC080013.1	0.330647877
AC080013.2	0.066810961
AC080013.3	1.493421479
AC080013.4	0.698272339
AC080013.5	0.603856947
AC080013.6	0.501859078
AC080014.1	0
AC080023.1	1.182462486
AC080023.2	1.24499656
AC080037.1	1.068073539
AC080038.1	2.487116178
AC080038.2	0.255082038
AC080038.3	1.437188652
AC080075.1	0
AC080078.1	0.052634001
AC080078.2	0.046608942
AC080079.1	0
AC080080.1	1.46244224
AC080080.2	0
AC080100.1	0.01611646
AC080112.1	7.327286345
AC080112.2	0
AC080112.3	0.329200214
AC080125.1	0.347045825
AC080128.1	0
AC080129.1	0.850441
AC080129.2	0.602230894
AC080162.1	0.791117977
AC080188.1	0.117282285
AC080188.2	0.807805255
AC082650.1	0
AC082651.1	0.025937428
AC082651.2	0
AC082651.3	1.141619855
AC082651.4	0.011652236
AC083760.1	0
AC083795.1	0.134874627
AC083795.2	0
AC083798.1	0.658929477
AC083798.2	0.664342682
AC083799.1	10.97968395
AC083800.1	0
AC083801.1	0
AC083801.2	0.219457021
AC083805.1	0.044923113
AC083805.2	0.035376951
AC083805.3	0.016410601
AC083806.1	0
AC083806.2	0.024111665
AC083806.3	0.04742844
AC083809.1	0.091440425
AC083822.1	0
AC083829.1	0.361307982
AC083836.1	0
AC083837.1	0.439671464
AC083841.1	0.032208866
AC083841.2	0.143388308
AC083841.3	0
AC083843.1	0.041579847
AC083843.2	0.101672275
AC083843.3	1.846356645
AC083843.4	0.681160058
AC083849.1	0
AC083855.1	0
AC083862.1	0
AC083862.2	0.998896803
AC083863.1	0.280258966
AC083864.1	0
AC083864.2	0
AC083864.3	0
AC083867.1	0
AC083873.1	0.569443377
AC083875.1	0
AC083880.1	1.250426452
AC083899.1	0.644177325
AC083899.2	0.015683096
AC083899.3	0
AC083900.1	0.046012666
AC083902.1	0
AC083902.2	0.074885774
AC083904.1	0.093419655
AC083906.1	0
AC083906.2	0
AC083906.3	0.046308885
AC083906.4	0
AC083923.1	0
AC083939.1	0
AC083949.1	0.159513815
AC083964.1	0.479554231
AC083964.2	0.072053223
AC083967.1	0.041902797
AC083973.1	1.371710171
AC083982.1	0.188197154
AC084017.1	0.100371816
AC084018.1	4.112261365
AC084018.2	0.248330729
AC084024.1	0
AC084024.2	0
AC084024.3	0.03839847
AC084026.1	0.076524611
AC084026.2	0.067227229
AC084026.3	0
AC084030.1	0.015326662
AC084032.1	0
AC084033.1	0
AC084033.2	0.044632762
AC084033.3	1.694156904
AC084036.1	3.270975214
AC084048.1	0.033718657
AC084064.1	0
AC084082.1	0.036299311
AC084083.1	0.029889114
AC084116.1	0
AC084116.2	0
AC084116.3	0
AC084117.1	3.756508139
AC084121.1	0
AC084121.2	0
AC084125.1	0
AC084125.2	0.886303232
AC084125.3	0.108441911
AC084125.4	1.149227594
AC084128.1	0
AC084149.1	0
AC084149.2	0
AC084198.1	0.053681444
AC084200.1	0.031642141
AC084211.1	0
AC084262.1	0
AC084290.1	0
AC084291.1	0
AC084337.1	1.195390283
AC084346.1	0.163484397
AC084346.2	0.272875958
AC084357.1	0.084627217
AC084357.2	0.941670125
AC084357.3	0.014826479
AC084361.1	0
AC084364.1	0
AC084364.2	0.05463276
AC084365.1	0
AC084368.1	0
AC084373.1	0
AC084398.1	0
AC084398.2	0
AC084706.1	0
AC084752.1	0
AC084754.1	0.279050953
AC084756.1	0
AC084757.1	0
AC084757.2	0.199814263
AC084757.3	0.033319517
AC084757.4	0
AC084759.1	0
AC084759.2	0
AC084759.3	0
AC084768.1	0
AC084768.2	0
AC084781.1	0
AC084781.2	0
AC084782.1	0.00875454
AC084782.2	0
AC084782.3	0.074671074
AC084783.1	0.142285321
AC084809.1	0.47468566
AC084809.2	0.042148321
AC084816.1	0
AC084819.1	0.050896086
AC084824.1	2.490818989
AC084824.2	0
AC084824.3	0.504204214
AC084824.4	1.535098358
AC084824.5	1.61980182
AC084838.1	0
AC084851.1	0
AC084851.2	0
AC084851.3	0
AC084855.1	0.264090179
AC084855.2	0.054107665
AC084859.1	1.481607847
AC084864.1	1.415078057
AC084866.1	0
AC084866.2	0
AC084871.1	0.948253039
AC084871.2	0.412355549
AC084871.3	0
AC084876.1	0.134664215
AC084876.2	0.164154023
AC084878.1	0
AC084879.1	0
AC084879.2	0
AC084880.1	0.91071308
AC084880.2	0
AC084880.3	0
AC084880.4	0.037400243
AC084882.1	0
AC087045.1	0
AC087045.2	0
AC087045.3	0
AC087071.1	0.21451233
AC087071.2	0.075060662
AC087072.1	0
AC087072.2	0.094926424
AC087163.1	0
AC087163.2	0.126494375
AC087163.3	0.339113349
AC087164.1	0
AC087164.2	0
AC087190.1	0
AC087190.2	0.057317239
AC087190.3	0
AC087203.1	0.0182726
AC087203.2	0
AC087203.3	0.027899083
AC087222.1	0.085634684
AC087235.1	0
AC087239.1	1.207269392
AC087241.1	0
AC087241.2	0
AC087241.3	0.050069467
AC087241.4	0.089916418
AC087242.1	0
AC087257.1	0
AC087257.2	0.162779723
AC087258.1	0
AC087258.2	0
AC087260.1	0
AC087269.1	0.023329665
AC087272.1	0
AC087273.1	0
AC087273.2	0.034037761
AC087276.1	1.179231714
AC087276.2	0.21936407
AC087276.3	0.048603469
AC087277.1	0
AC087277.2	0.142913512
AC087280.1	0
AC087283.1	0
AC087284.1	0.020571916
AC087286.1	0
AC087286.2	0.065393759
AC087286.3	0
AC087286.4	0.028927534
AC087289.1	0.193976992
AC087289.2	0.638729736
AC087289.3	0.029841877
AC087289.4	0
AC087289.5	0.747651478
AC087292.1	0
AC087294.1	0.454613622
AC087301.1	0.605045057
AC087311.1	0.017501979
AC087311.2	0
AC087312.1	0
AC087318.1	0.221901701
AC087321.1	0
AC087341.1	0
AC087343.1	1.59010087
AC087354.1	0.020809971
AC087359.1	0
AC087360.1	0
AC087362.1	0
AC087362.2	0.084296642
AC087369.1	0
AC087373.1	0
AC087379.1	0.021732065
AC087379.2	0
AC087385.1	1.24499656
AC087385.2	0.519998563
AC087385.3	0
AC087386.1	0
AC087386.2	0
AC087388.1	2.542241177
AC087392.1	0.026317
AC087392.2	0.036888787
AC087392.3	0.700886952
AC087392.4	0.222015847
AC087392.5	0.308915302
AC087393.1	0
AC087393.2	0
AC087393.3	0
AC087399.1	0
AC087430.1	0
AC087439.1	0
AC087439.2	0
AC087441.1	0.35847077
AC087441.2	0
AC087442.1	0.693331418
AC087457.1	0.006974771
AC087463.1	0.077625685
AC087463.2	0
AC087463.3	0
AC087463.4	0
AC087465.1	0
AC087468.1	0
AC087473.1	0.007236734
AC087477.1	0.126940826
AC087477.2	0.036624451
AC087477.3	0
AC087477.4	0
AC087477.5	0.026576281
AC087477.6	0.127994901
AC087481.1	0.022362633
AC087481.2	0
AC087481.3	3.372577799
AC087482.1	0
AC087491.1	0.035032371
AC087498.1	0.047743231
AC087499.1	0
AC087499.2	0.158252896
AC087499.3	0
AC087499.4	0
AC087499.5	0.05168848
AC087499.6	0
AC087499.7	0
AC087500.1	0.532108119
AC087500.2	0.216666068
AC087501.1	0.030181735
AC087501.2	0
AC087501.3	0
AC087501.4	0.245433189
AC087516.1	0
AC087516.2	0
AC087518.1	0
AC087521.1	0.084420305
AC087521.2	0.091662368
AC087521.3	0.132160615
AC087565.1	0
AC087575.1	0
AC087588.1	0.068290951
AC087588.2	0.405257096
AC087612.1	8.559824374
AC087620.1	0.144831815
AC087623.1	0
AC087623.2	0.525354354
AC087623.3	0.235846343
AC087623.4	0
AC087627.1	0
AC087632.1	0.015797907
AC087633.1	0
AC087633.2	0
AC087636.1	0
AC087639.1	0.046912914
AC087641.1	0
AC087645.1	0
AC087645.2	0.245012423
AC087645.3	0.036763101
AC087650.1	0.783886723
AC087664.1	0
AC087664.2	0
AC087664.3	0
AC087667.1	0.015175767
AC087672.1	0.050302891
AC087672.2	0.17544667
AC087683.1	0.048934105
AC087683.2	0.397176817
AC087685.1	0.15637638
AC087699.1	0
AC087721.1	0
AC087741.1	1.386138302
AC087741.2	3.638478319
AC087741.3	1.938509863
AC087742.1	0.145810408
AC087749.1	0
AC087749.2	0.122613298
AC087752.1	0.193368641
AC087752.2	0
AC087752.3	0.42612012
AC087752.4	0.046709828
AC087761.1	0
