	62ff3cee-843e-4192-a4a6-8489cc2d0508
	tumor
AC006441.4	0
AC006441.5	0
AC006445.1	0.162251629
AC006445.2	0.069610074
AC006449.1	0
AC006449.2	0.60844361
AC006449.3	0
AC006449.5	0.250569723
AC006449.6	2.532885027
AC006449.7	0
AC006450.1	0
AC006450.2	0
AC006450.3	0
AC006455.1	0
AC006455.2	0
AC006455.3	0
AC006455.4	0
AC006455.5	0
AC006455.6	0
AC006455.7	0
AC006455.8	0
AC006457.1	0
AC006458.1	0
AC006460.1	0.08761588
AC006461.1	0
AC006463.1	0
AC006466.1	0
AC006480.1	0.260761547
AC006480.2	0.196595093
AC006482.1	0
AC006483.1	0.314913306
AC006483.2	0.127595941
AC006484.1	0
AC006486.1	0.051823273
AC006486.2	0.179295798
AC006487.1	0
AC006487.2	0
AC006499.1	0
AC006499.2	0
AC006499.3	0
AC006499.4	0
AC006499.5	0
AC006499.6	0
AC006499.7	0
AC006499.8	0
AC006504.1	0.035849378
AC006504.2	0
AC006504.3	0
AC006504.4	0
AC006504.5	0.313157322
AC006504.6	0
AC006504.7	0
AC006504.8	0.517416613
AC006509.1	0.051823273
AC006509.2	0
AC006511.1	0
AC006511.2	0.04978175
AC006511.3	1.216204725
AC006512.1	0.112907062
AC006512.2	0
AC006517.1	0
AC006518.1	0
AC006518.2	0.061127358
AC006529.1	0
AC006530.1	0
AC006538.1	0.082917236
AC006538.2	0
AC006538.3	0
AC006539.1	0.39348449
AC006539.2	0
AC006539.3	0
AC006547.1	0.971040573
AC006547.2	0
AC006547.3	0
AC006548.1	0
AC006548.2	0
AC006557.1	0
AC006557.2	0.026496738
AC006557.3	0
AC006557.4	0
AC006557.5	0.121538674
AC006557.6	0.190138628
AC006566.1	0.192140087
AC006581.1	0
AC006600.1	0
AC006600.2	0
AC006840.1	0
AC006924.1	0
AC006927.1	0.065975813
AC006942.1	0.947767931
AC006946.1	0
AC006946.2	0.230164308
AC006946.3	0.086920516
AC006947.1	0
AC006960.1	0
AC006960.2	0.618756213
AC006960.3	0
AC006963.1	0.031231896
AC006965.1	0
AC006967.1	0
AC006967.2	0
AC006967.3	0
AC006970.1	0
AC006970.2	0.042177092
AC006971.1	0.036620547
AC006978.1	4.313342543
AC006978.2	0
AC006986.1	0
AC006987.1	0
AC006987.2	0
AC006987.3	0
AC006987.4	0
AC006989.1	0
AC006994.1	0
AC006994.2	0
AC007000.1	0.331042367
AC007000.2	0.134932053
AC007000.3	0.106502285
AC007001.1	0
AC007003.1	0
AC007009.1	0
AC007012.1	0
AC007012.2	0
AC007014.1	0.053862221
AC007014.2	2.332155465
AC007016.1	0.269311106
AC007029.1	0.104971102
AC007032.1	0.426700713
AC007036.1	0.243738538
AC007036.2	0
AC007036.3	0
AC007038.1	0.298826329
AC007038.2	1.198798355
AC007040.1	0.068880409
AC007040.2	0.095962124
AC007041.1	0.170680285
AC007064.1	0
AC007064.2	0
AC007064.3	0
AC007066.1	0.172472204
AC007066.2	0.577498086
AC007068.1	0
AC007068.2	0
AC007091.1	0
AC007098.1	0.089525763
AC007099.1	0
AC007099.2	0
AC007100.1	0
AC007106.1	0
AC007114.1	3.151097432
AC007114.2	0.007674832
AC007115.1	0
AC007126.1	0
AC007128.1	1.028410894
AC007128.2	0.394558411
AC007136.1	0
AC007151.1	0.068024751
AC007159.1	0
AC007160.1	0.617980343
AC007161.1	0
AC007161.2	0
AC007163.1	0
AC007179.1	0
AC007179.2	0.202231975
AC007179.3	0
AC007182.1	0.045654407
AC007182.2	1.38943093
AC007191.1	0.405899944
AC007192.1	0.006389723
AC007192.2	0
AC007193.1	0
AC007193.2	0
AC007193.3	0
AC007204.1	0
AC007204.2	0
AC007207.1	0.075967526
AC007207.2	0
AC007215.1	0
AC007216.1	0
AC007216.2	0.085562383
AC007216.3	0.153840592
AC007216.4	0.701550639
AC007216.5	0
AC007218.1	0
AC007220.1	0.65400479
AC007221.1	0
AC007223.1	0
AC007224.1	0
AC007224.2	0.193270323
AC007225.1	0.0178954
AC007225.2	0
AC007228.1	0
AC007228.2	0.964896267
AC007229.1	0.47848478
AC007237.1	0
AC007238.1	0.264206415
AC007249.1	1.197180544
AC007249.2	0.655994536
AC007250.1	1.555311476
AC007253.1	0
AC007255.1	0.159716448
AC007255.2	0
AC007256.1	0.023765609
AC007262.1	0
AC007271.1	0
AC007272.1	0.10356487
AC007274.1	0
AC007274.2	0
AC007274.3	0
AC007275.1	0
AC007277.1	0
AC007278.1	0.074278723
AC007278.2	0
AC007279.1	0.117763279
AC007283.1	0
AC007283.2	0
AC007285.1	0.275810744
AC007285.2	0.253713938
AC007292.1	0.836813865
AC007292.2	0.235721531
AC007292.3	0
AC007298.1	0.050085297
AC007298.2	0.038115957
AC007308.1	0
AC007312.1	0
AC007314.1	0
AC007318.1	1.90199058
AC007318.2	0.135209691
AC007319.1	1.58476413
AC007322.1	0
AC007322.2	0
AC007322.3	0
AC007322.4	0
AC007326.1	0
AC007326.2	0
AC007327.1	0
AC007327.2	0
AC007333.1	0
AC007333.2	0
AC007336.1	0.068664483
AC007336.2	0
AC007336.3	0
AC007342.1	0
AC007342.2	0
AC007342.3	0.038010128
AC007342.4	0.950624374
AC007342.5	0.230083718
AC007342.6	0.063330676
AC007342.7	0.154649339
AC007342.8	0.048460111
AC007342.9	0.189781689
AC007344.1	0
AC007346.1	0
AC007346.2	0
AC007347.1	0
AC007347.2	0
AC007349.1	0
AC007349.2	0.059414023
AC007349.3	0
AC007349.4	0
AC007359.1	0
AC007362.1	0.020243965
AC007363.1	0
AC007364.1	0.353635523
AC007365.1	0.52401842
AC007365.2	1.363019964
AC007368.1	0.025080882
AC007368.2	0
AC007370.1	0
AC007370.2	0.012195974
AC007375.1	0
AC007375.2	0
AC007375.3	0
AC007376.1	0
AC007376.2	0
AC007378.1	0
AC007381.1	0.196644119
AC007382.1	0.100400168
AC007383.1	0
AC007383.2	1.493452497
AC007383.3	0
AC007383.4	0
AC007384.1	0.635511701
AC007386.1	0.056453531
AC007387.1	1.314238197
AC007388.1	0.809091903
AC007389.1	0.07150371
AC007389.2	0
AC007389.3	0.436492155
AC007389.4	0
AC007389.5	0.264967378
AC007390.1	0
AC007390.2	0.172789666
AC007391.1	0.065190387
AC007394.1	0
AC007395.1	0
AC007402.1	0
AC007403.1	0
AC007405.1	0.018785566
AC007405.2	0
AC007405.3	0.475680837
AC007406.1	0
AC007406.2	0
AC007406.3	0.13874981
AC007406.4	0.042948961
AC007406.5	1.326675783
AC007422.1	0.032595193
AC007422.2	0.39348449
AC007423.1	0
AC007424.1	0.006255894
AC007431.1	0.02326909
AC007431.2	0
AC007431.3	0.055972666
AC007435.1	0.079170976
AC007448.1	0
AC007448.2	0
AC007448.3	0.333805057
AC007450.1	0
AC007450.2	0
AC007450.3	0
AC007450.4	0
AC007458.1	0
AC007463.1	0
AC007485.1	0.318989854
AC007485.2	1.734447531
AC007490.1	0.093473556
AC007493.1	0
AC007493.2	0
AC007494.1	0
AC007494.2	0
AC007494.3	0
AC007495.1	0
AC007495.2	0
AC007496.1	0
AC007496.2	0
AC007496.3	0
AC007497.1	0.234267058
AC007513.1	0
AC007527.1	0
AC007527.2	0
AC007529.1	0.015085379
AC007533.1	0
AC007536.1	0
AC007537.1	5.626707877
AC007537.2	0.257189471
AC007540.1	0
AC007541.1	1.185408857
AC007546.1	0.352657835
AC007546.2	0
AC007547.1	0
AC007547.2	0
AC007551.1	0
AC007551.2	0
AC007552.1	0
AC007552.2	0.4358999
AC007556.1	0.107022654
AC007557.1	0
AC007557.2	0
AC007557.3	0.020960737
AC007557.4	0
AC007559.1	0
AC007560.1	0.415898164
AC007562.1	0
AC007563.1	0
AC007563.2	0.036345083
AC007563.3	0
AC007566.1	0.703051817
AC007566.2	0
AC007568.1	0
AC007569.1	1.147472233
AC007570.1	0.108974975
AC007595.1	0
AC007598.1	0
AC007598.2	0.060957245
AC007598.3	0.019580426
AC007599.1	0
AC007599.2	0
AC007601.1	0
AC007601.2	0
AC007603.1	0
AC007603.2	0
AC007608.1	0.026614787
AC007608.2	0
AC007608.3	0.024914468
AC007608.4	0
AC007610.1	0
AC007610.2	0
AC007610.3	0
AC007610.4	0.061846503
AC007611.1	0.239449958
AC007613.1	0.050606015
AC007614.1	0
AC007614.2	0
AC007618.1	0
AC007619.1	0
AC007619.2	0
AC007620.1	0
AC007620.2	0
AC007620.3	0
AC007621.1	0.075185252
AC007622.1	0
AC007622.2	0.172522517
AC007631.1	0
AC007637.1	0.07221089
AC007638.1	0
AC007638.2	0
AC007639.1	0.039442923
AC007652.1	0
AC007655.1	0
AC007656.1	0
AC007656.2	0
AC007663.1	0.317960854
AC007663.2	0
AC007663.3	0.565263741
AC007663.4	0.62483591
AC007666.1	0.050289727
AC007671.1	0.475025854
AC007673.1	0
AC007677.1	0
AC007679.1	0
AC007679.2	0
AC007681.1	0.066896941
AC007683.1	1.501033474
AC007683.2	0
AC007684.1	0.275521635
AC007685.1	0.145380332
AC007686.1	0.212889557
AC007686.2	0
AC007686.3	0.065956893
AC007687.1	0.324236397
AC007688.1	0.216442391
AC007688.2	0
AC007690.1	0.070205032
AC007718.1	0
AC007728.1	0
AC007728.2	0.399985538
AC007728.3	0.08808567
AC007731.1	0
AC007731.2	0.250808816
AC007731.3	0
AC007731.4	0
AC007731.5	0
AC007738.1	0
AC007741.1	0.009400845
AC007742.1	0
AC007742.2	0
AC007743.1	0
AC007744.1	0
AC007749.1	0.112328051
AC007750.1	0.03951883
AC007751.1	0
AC007751.2	0
AC007773.1	3.042218049
AC007780.1	0.176360467
AC007785.1	0.09896372
AC007785.2	0
AC007785.3	0.254368683
AC007786.1	0.442369038
AC007786.2	0
AC007786.3	0
AC007787.1	0
AC007787.2	0.054851344
AC007790.1	0.042015288
AC007792.1	0.081731231
AC007795.1	0
AC007823.1	0.293731398
AC007834.1	0.045131806
AC007834.2	0
AC007842.1	0.257820147
AC007848.1	0.327390298
AC007848.2	0.019024873
AC007849.1	0
AC007849.2	0
AC007861.1	0
AC007861.2	0
AC007876.1	0
AC007878.1	0.101721223
AC007879.1	0
AC007879.2	0.059629682
AC007879.3	0.330059821
AC007879.4	0.273041177
AC007881.1	0
AC007881.2	0
AC007881.3	0.649541119
AC007899.1	0.084789561
AC007906.1	0.193270323
AC007906.2	0.17127344
AC007907.1	0.072851341
AC007919.1	0.605639722
AC007919.2	0
AC007920.1	0
AC007922.1	0
AC007922.2	0.233850213
AC007922.3	0
AC007923.1	0
AC007923.2	0
AC007923.3	0
AC007923.4	0
AC007938.1	0
AC007938.2	0.062368935
AC007938.3	1.160242389
AC007948.1	0
AC007950.1	0
AC007950.2	0.027998257
AC007952.1	0
AC007952.2	0
AC007952.3	0
AC007952.4	0.103158414
AC007952.5	0
AC007952.6	0.01229179
AC007952.7	0
AC007952.8	0
AC007952.9	0
AC007953.1	0.176014044
AC007953.2	0
AC007954.1	0
AC007956.1	0
AC007966.1	0.379450566
AC007967.1	0
AC007967.2	0
AC007967.3	0
AC007967.4	0
AC007969.1	50.4967361
AC007969.2	0
AC007991.1	0
AC007991.2	0.966351615
AC007991.3	0
AC007991.4	0.162922091
AC007992.1	0.034476343
AC007992.2	0
AC007993.1	0.043288478
AC007993.2	0
AC007996.1	5.695342772
AC007998.1	0
AC007998.2	0.43326534
AC007998.3	0.573903143
AC007998.4	0.05188465
AC007998.5	0
AC008011.1	0
AC008011.2	1.534937288
AC008013.1	0.083179633
AC008013.2	0
AC008013.3	0.097350978
AC008014.1	1.268797541
AC008015.1	0
AC008026.1	6.174273409
AC008026.2	0.094413664
AC008026.3	0.019247777
AC008033.1	0
AC008033.2	0
AC008033.3	0.093407121
AC008035.1	1.393444517
AC008040.1	0.016475344
AC008040.2	0
AC008040.3	0
AC008040.4	0
AC008040.5	0
AC008050.1	0.155961811
AC008055.1	0
AC008056.1	0
AC008056.2	0
AC008060.1	0.021183723
AC008060.2	0
AC008060.3	0
AC008060.4	0
AC008063.1	0.05133743
AC008063.2	0.053079087
AC008065.1	0.283240991
AC008066.1	0
AC008067.1	0
AC008069.1	0
AC008072.1	0
AC008073.1	0
AC008073.2	0.027610046
AC008073.3	0.028808378
AC008074.1	1.408761553
AC008074.2	0
AC008074.3	1.412788833
AC008079.1	0
AC008079.2	0.028996234
AC008080.1	0
AC008080.2	0
AC008080.3	0
AC008080.4	0.013776082
AC008083.1	0.099112986
AC008083.2	0.708657851
AC008083.3	0.073999898
AC008088.1	0
AC008103.1	0
AC008105.1	0.687782746
AC008105.2	0.949240077
AC008105.3	0.962973672
AC008109.1	2.78440296
AC008114.1	0.307784121
AC008115.1	0
AC008115.2	0.136331763
AC008115.3	1.97494811
AC008115.4	0
AC008121.1	0
AC008121.2	0.125644187
AC008121.3	0
AC008124.1	1.036667848
AC008125.1	0
AC008126.1	0
AC008127.1	0
AC008127.2	0
AC008132.1	0
AC008132.2	0
AC008133.1	0
AC008133.2	0
AC008134.1	0
AC008147.1	0.101095246
AC008147.2	0.034856731
AC008147.3	0.092813432
AC008147.4	0.054577998
AC008149.1	0.062582771
AC008154.1	0
AC008154.2	0
AC008155.1	0.399464498
AC008155.2	0
AC008162.1	0
AC008162.2	0
AC008163.1	0
AC008164.1	0
AC008171.1	0
AC008175.1	0
AC008175.2	0
AC008243.1	0.039777185
AC008250.1	0
AC008250.2	0.160272951
AC008264.1	0.089525763
AC008264.2	0.061643443
AC008267.1	0
AC008267.2	0.448851843
AC008267.3	0.230730021
AC008267.4	0
AC008267.5	9.856786478
AC008267.6	0
AC008267.7	0.236373776
AC008267.8	0
AC008268.1	0
AC008269.1	0
AC008269.2	0
AC008277.1	0
AC008277.2	0
AC008278.1	0.057844991
AC008278.2	0
AC008280.1	0
AC008280.2	0
AC008280.3	0.044885184
AC008378.1	0.066241845
AC008379.1	0
AC008385.1	0
AC008392.1	0
AC008393.1	0.338954143
AC008395.1	0
AC008403.1	0
AC008403.2	0
AC008403.3	1.230289061
AC008406.1	0
AC008406.2	0
AC008406.3	0.76520419
AC008410.1	0
AC008413.1	0
AC008413.2	0
AC008415.1	0
AC008417.1	0
AC008427.1	0.050161763
AC008429.1	0.082730822
AC008429.2	0.760554512
AC008429.3	0
AC008429.4	0
AC008432.1	0
AC008434.1	0.119693825
AC008438.1	1.436325898
AC008438.2	0
AC008440.1	0.149685444
AC008440.2	0
AC008440.3	0.059199919
AC008443.1	0.436492155
AC008443.2	0
AC008443.3	0.897703687
AC008443.4	0.072052533
AC008443.5	1.014072683
AC008443.6	0
AC008443.7	0.934925547
AC008446.1	0
AC008448.1	0
AC008453.1	0
AC008456.1	0
AC008464.1	0
AC008467.1	0.036032851
AC008474.1	0
AC008481.1	1.991269996
AC008481.2	0.123751243
AC008481.3	0
AC008489.1	0
AC008494.1	0.082552651
AC008494.2	0.177599756
AC008494.3	0.313245333
AC008496.1	0
AC008496.2	0
AC008498.1	0
AC008498.2	0
AC008507.1	0.537154576
AC008507.2	0.055877474
AC008507.3	0
AC008514.1	0
AC008514.2	0.024574387
AC008517.1	0.112328051
AC008521.1	0
AC008521.2	0
AC008522.1	0
AC008525.1	0
AC008525.2	0
AC008526.1	0.097206967
AC008534.1	0
AC008537.1	0
AC008537.2	0.954322342
AC008537.3	0.296943771
AC008539.1	0
AC008543.1	0.213665684
AC008543.2	0
AC008543.3	0.13383281
AC008543.4	0.07433474
AC008543.5	0.013063998
AC008549.1	0
AC008549.2	0
AC008549.3	0.162653242
AC008550.1	0
AC008551.1	0
AC008554.1	0
AC008555.1	0.750788959
AC008555.2	0.197289712
AC008555.3	0
AC008555.4	0.115689982
AC008555.5	7.453072911
AC008555.6	0
AC008555.7	0
AC008555.8	0.333409137
AC008556.1	8.294518033
AC008560.1	2.325345079
AC008562.1	0
AC008565.1	0
AC008567.1	0.027563721
AC008567.2	0
AC008568.1	0
AC008568.2	0
AC008569.1	0
AC008569.2	0
AC008571.1	0
AC008572.1	0
AC008574.1	0
AC008575.1	0
AC008581.1	0
AC008588.1	0
AC008591.1	0
AC008592.1	0
AC008592.2	0
AC008592.3	0.78602763
AC008592.4	0
AC008592.5	0
AC008601.1	0
AC008608.1	0
AC008608.2	1.421651896
AC008609.1	0
AC008610.1	0.836029387
AC008619.1	0
AC008620.1	0
AC008620.2	0
AC008622.1	0
AC008622.2	0.16040336
AC008622.3	0
AC008626.1	0
AC008626.2	0
AC008627.1	0
AC008628.1	0
AC008628.2	0
AC008629.1	0.024611202
AC008629.2	0
AC008629.3	0
AC008632.1	0.028106035
AC008635.1	0
AC008637.1	0.718519889
AC008638.1	0
AC008638.2	0
AC008638.3	0
AC008641.1	0
AC008649.1	0.254697325
AC008649.2	0.135768409
AC008652.1	0
AC008655.1	0
AC008655.2	0.108078799
AC008659.1	0
AC008662.1	0
AC008662.2	0
AC008663.1	0.14442178
AC008663.2	0.010901113
AC008663.3	0
AC008667.1	0
AC008667.2	0
AC008667.3	0
AC008667.4	0
AC008669.1	0.090512273
AC008676.1	0.031622671
AC008676.2	0.03715336
AC008676.3	0
AC008677.1	0
AC008677.2	0.107372402
AC008677.3	0
AC008680.1	0
AC008686.1	0.060788076
AC008687.1	0
AC008687.2	0
AC008687.3	0.109886137
AC008687.4	0
AC008687.5	0
AC008687.6	0
AC008691.1	0.01651053
AC008694.1	0
AC008694.2	0
AC008695.1	0
AC008696.1	0
AC008696.2	0.0398254
AC008700.1	0
AC008705.1	0
AC008708.1	0
AC008708.2	0
AC008716.1	0
AC008723.1	0
AC008725.1	0
AC008728.1	0
AC008731.1	0
AC008734.1	0.183552821
AC008734.2	0.068880409
AC008735.1	0.286772674
AC008735.2	9.663516155
AC008735.3	0.06571191
AC008735.4	0.378275797
AC008735.5	0
AC008736.1	0.751984884
AC008736.2	0.063674331
AC008737.1	0.442802627
AC008737.2	0
AC008737.3	0
AC008738.1	0
AC008738.2	0
AC008738.3	0
AC008738.4	0
AC008738.5	0
AC008738.6	0
AC008738.7	0
AC008739.1	0
AC008739.2	0.103646546
AC008739.3	0
AC008739.5	0.050860611
AC008740.1	0
AC008740.2	0
AC008741.1	0
AC008741.2	0.400811007
AC008742.1	0.028154203
AC008743.1	0
AC008745.1	0
AC008747.1	0.07433474
AC008749.1	0
AC008750.1	0.267121585
AC008750.2	0.032692492
AC008750.3	0
AC008750.4	0
AC008750.5	0.20838872
AC008750.6	0
AC008750.7	0
AC008750.8	0.238518729
AC008751.1	0
AC008751.2	0
AC008752.1	0
AC008752.2	0.306655579
AC008752.3	0.461460041
AC008753.1	0.578449911
AC008753.2	0
AC008753.3	0
AC008758.1	0
AC008758.2	0
AC008758.3	0
AC008758.4	0.07602612
AC008758.5	0
AC008758.6	0.055877474
AC008759.1	0
AC008759.2	0.10951985
AC008759.3	0
AC008760.1	0.766319648
AC008760.2	0.217909797
AC008761.1	0
AC008761.2	0
AC008761.3	0
AC008763.1	0.974375888
AC008763.2	0
AC008763.3	0.042285656
AC008764.1	0
AC008764.10	0
AC008764.2	1.135977165
AC008764.3	0
AC008764.4	0.055499924
AC008764.5	0
AC008764.6	0.508163633
AC008764.7	0
AC008764.8	0.229761923
AC008764.9	0.01311615
AC008770.1	0
AC008770.2	0.014806649
AC008770.3	0.280820128
AC008771.1	4.898429442
AC008780.1	0
AC008780.2	0
AC008781.1	0.15872442
AC008781.2	0.013248369
AC008781.3	0
AC008782.1	0
AC008785.1	0
AC008794.1	0
AC008794.2	0
AC008798.1	0
AC008799.1	0.647053817
AC008799.2	0
AC008802.1	0.16614895
AC008805.1	0
AC008805.2	0
AC008806.1	0.026898039
AC008808.1	0
AC008808.2	0
AC008813.1	0
AC008814.1	0
AC008817.1	0
AC008825.1	0
AC008825.2	0
AC008833.1	0
AC008834.1	0
AC008837.1	0
AC008837.2	0
AC008840.1	0.14458066
AC008850.1	0.090762306
AC008852.1	0
AC008868.1	0
AC008869.1	0
AC008870.1	0
AC008870.2	0.705889657
AC008870.3	0.20502936
AC008870.4	0.157205526
AC008870.5	0
AC008871.1	0
AC008873.1	0
AC008875.1	0.243077348
AC008878.1	0
AC008878.2	0
AC008878.3	0
AC008878.4	0
AC008883.1	0
AC008883.2	0
AC008885.1	0
AC008885.2	0
AC008892.1	0
AC008894.1	0
AC008894.2	0.025100042
AC008894.3	0.190592069
AC008895.1	0.037592626
AC008897.1	0.189371498
AC008897.2	0.124690531
AC008897.3	0.136049503
AC008906.1	0.065646264
AC008906.2	0.05774333
AC008914.1	0
AC008915.1	0.078508853
AC008915.2	0.880944174
AC008937.1	0.107842303
AC008937.2	0
AC008937.3	0.077308129
AC008938.1	0.297772863
AC008940.1	0
AC008945.1	0
AC008946.1	1.170639724
AC008948.1	0
AC008953.1	0.103320613
AC008957.1	0.283485375
AC008957.2	0.082969583
AC008957.3	0.05861901
AC008958.1	0
AC008962.1	0
AC008966.1	0.894949305
AC008966.2	0
AC008967.1	0
AC008969.1	0.168261975
AC008972.1	0
AC008972.2	0.399060181
AC008982.1	0.034118333
AC008982.2	0.866384207
AC008985.1	0
AC008991.1	0
AC008991.2	0
AC008992.1	0
AC009005.1	3.159958585
AC009019.1	0.028471365
AC009021.1	0
AC009021.2	0
AC009022.1	0.440658866
AC009022.2	0
AC009027.1	0
AC009032.1	0.152463828
AC009033.1	0
AC009034.1	0
AC009035.1	0
AC009039.1	0
AC009039.2	0
AC009041.1	0.047514035
AC009041.2	0.075724352
AC009041.3	0
AC009041.4	0.308990172
AC009044.1	0
AC009052.1	0
AC009053.1	0.283240991
AC009053.2	0.069462907
AC009053.3	0
AC009053.4	0
AC009054.1	0
AC009054.2	0.614951028
AC009055.1	0
AC009055.2	0
AC009060.1	0
AC009060.2	0
AC009061.1	0
AC009061.2	1.081842418
AC009063.1	0
AC009063.2	0
AC009063.3	0
AC009065.1	0.107284751
AC009065.2	0.427935737
AC009065.3	0
AC009065.4	0.4358443
AC009065.5	0.385892088
AC009065.6	0.072052533
AC009065.7	0
AC009065.8	1.667814971
AC009075.1	0
AC009075.2	0
AC009078.1	0
AC009078.2	0
AC009078.3	0.024135128
AC009081.1	0.290760663
AC009084.1	0
AC009084.2	0.292312766
AC009084.3	0
AC009086.1	0
AC009086.2	0
AC009086.3	0.391142321
AC009087.1	0
AC009088.1	0.039442923
AC009088.2	0.070963186
AC009088.3	0
AC009088.4	0.117342696
AC009090.1	0.550658462
AC009090.2	0
AC009090.3	0.058152133
AC009090.4	0.00890164
AC009090.5	0.014378974
AC009093.1	0.04695944
AC009093.2	0.085673937
AC009093.3	0.015071539
AC009093.4	0.058566765
AC009093.5	0
AC009093.6	0
AC009093.7	0.026865049
AC009094.1	0
AC009095.1	0.247782466
AC009097.1	0
AC009097.2	0.141315935
AC009097.3	0
AC009097.4	0
AC009101.1	0
AC009102.1	0
AC009102.2	0
AC009102.3	0
AC009107.1	0
AC009107.2	0.113885459
AC009108.1	0
AC009108.2	0
AC009108.3	0.046736778
AC009108.4	0
AC009108.5	0.04978175
AC009110.1	0
AC009113.1	0.71279804
AC009113.2	0
AC009117.1	0
AC009117.2	0
AC009117.3	0
AC009118.1	0
AC009118.2	0.401294106
AC009118.3	0.188178436
AC009119.1	0.184468867
AC009119.2	0.075283694
AC009119.3	0
AC009120.1	0.555703255
AC009120.2	0.587959157
AC009120.3	0.192140087
AC009120.4	0
AC009120.5	0.045008157
AC009120.6	0
AC009121.1	0.390070698
AC009121.2	1.014072683
AC009123.1	0.080136475
AC009126.1	0.297983818
AC009127.1	0.15425331
AC009127.2	0
AC009132.1	0
AC009133.1	1.236470698
AC009133.2	0
AC009133.3	0.257927182
AC009133.4	0
AC009133.5	0
AC009133.6	0
AC009134.1	0
AC009135.1	0
AC009135.2	0
AC009137.1	0
AC009137.2	0.15377202
AC009139.1	0.050392569
AC009139.2	0
AC009142.1	0
AC009145.1	0
AC009145.2	0.087151074
AC009145.3	0
AC009145.4	0.025391001
AC009148.1	0.097604025
AC009152.1	0
AC009153.1	0.066241845
AC009154.1	0
AC009154.2	0
AC009158.1	0
AC009159.1	0.0511775
AC009159.2	0.054217747
AC009159.3	0.163462462
AC009159.4	0.032354461
AC009161.1	0
AC009161.2	0
AC009163.1	0
AC009163.2	0
AC009163.3	0.038563327
AC009163.4	0
AC009163.5	0.118756464
AC009163.6	0
AC009163.7	0.089945907
AC009166.1	0
AC009166.2	0
AC009167.1	0
AC009169.1	0
AC009171.1	0
AC009171.2	0.929885517
AC009185.1	0.036065812
AC009220.1	0.1194762
AC009220.2	0
AC009220.3	0.168204547
AC009226.1	0.12794375
AC009227.1	0
AC009227.2	0
AC009228.1	0.052401842
AC009229.1	0
AC009229.2	0
AC009229.3	0
AC009229.4	0
AC009233.1	0
AC009237.1	0
AC009237.10	0
AC009237.11	0
AC009237.12	0
AC009237.13	0
AC009237.14	4.204902638
AC009237.15	0.327903742
AC009237.16	0
AC009237.17	0
AC009237.2	0
AC009237.3	0.871230625
AC009237.4	0
AC009237.5	0
AC009237.6	0
AC009237.7	0
AC009237.8	0.260073522
AC009237.9	0
AC009238.1	0
AC009238.2	0
AC009238.3	0
AC009244.1	8.1503144
AC009245.1	1.334058495
AC009248.1	0
AC009248.2	0
AC009262.1	0.708657851
AC009263.1	0
AC009264.1	0.812725053
AC009268.1	0
AC009268.2	0.50326408
AC009269.1	0
AC009269.2	0
AC009269.3	0
AC009269.4	0
AC009269.5	0
AC009271.1	5.747195488
AC009275.1	0.081799058
AC009276.1	0
AC009283.1	2.34321539
AC009292.1	0.016543784
AC009292.2	0
AC009296.1	0
AC009299.1	0
AC009299.2	1.478839459
AC009299.3	0.140133666
AC009302.1	0.336984153
AC009303.1	0
AC009303.2	0.015346079
AC009303.3	0
AC009303.4	0.328559549
AC009305.1	0
AC009309.1	2.142779669
AC009310.1	0
AC009312.1	0.166499772
AC009313.1	0
AC009313.2	0
AC009314.1	0
AC009318.1	0.911043187
AC009318.2	0.302819861
AC009318.3	0.457239929
AC009318.4	0.811258146
AC009319.1	0.043575537
AC009320.1	0
AC009336.1	0.042312885
AC009336.2	0.018662854
AC009336.3	0
AC009362.1	0.728333976
AC009365.1	0
AC009365.2	0
AC009365.3	0
AC009387.1	0
AC009396.1	0
AC009396.2	0
AC009396.3	0
AC009403.1	1.854614212
AC009404.1	0.421022587
AC009407.1	0.054943068
AC009411.1	0
AC009411.2	0
AC009413.1	0.823457517
AC009414.1	0
AC009414.2	5.835073962
AC009432.1	0
AC009435.1	0
AC009446.1	0
AC009464.1	0.070055341
AC009468.1	0
AC009468.2	0
AC009474.1	0
AC009474.2	0.241587904
AC009477.1	0
AC009478.1	0
AC009480.1	0
AC009480.2	0
AC009486.1	0
AC009487.1	0
AC009487.2	0.115605178
AC009487.3	0
AC009487.4	0
AC009494.1	0
AC009495.1	0.264967378
AC009495.2	0.129865434
AC009495.3	0.295239646
AC009498.1	0
AC009500.1	0
AC009501.1	0.777572083
AC009501.2	0.315922644
AC009501.3	0.024301742
AC009502.1	0.033401513
AC009502.2	0.042892892
AC009505.1	0
AC009506.1	2.023258269
AC009506.2	0
AC009509.1	0.10814995
AC009509.2	0
AC009509.3	0.104636799
AC009509.4	0.580950087
AC009511.1	0
AC009511.2	0
AC009517.1	0
AC009518.1	0
AC009518.2	0
AC009518.3	0
AC009531.1	0
AC009533.1	4.973130606
AC009533.2	0.112136365
AC009541.1	0
AC009542.1	0.03937989
AC009542.2	0
AC009549.1	0.038975036
AC009554.1	0
AC009558.1	0
AC009558.2	0
AC009560.1	0.378524826
AC009562.1	0
AC009563.1	0.130036761
AC009567.1	0
AC009567.2	0
AC009570.1	1.631772258
AC009597.1	0
AC009597.2	0
AC009623.1	0
AC009623.2	0
AC009630.1	0.117552612
AC009630.2	0.027633267
AC009630.3	0
AC009643.1	0
AC009643.2	0
AC009646.1	0
