	54e1ee85-dbfa-499a-9bdd-6935a7661970
	tumor
AC006333.2	2.616318578
AC006335.1	0
AC006335.2	0
AC006335.3	0
AC006338.1	0
AC006338.2	0
AC006349.1	0
AC006355.1	0
AC006355.2	0
AC006357.1	0.047991162
AC006362.1	0
AC006363.1	0
AC006366.1	0
AC006369.1	0.604531009
AC006369.2	0
AC006372.1	1.003463561
AC006372.2	0
AC006372.3	0.06608415
AC006372.4	0
AC006378.1	0.040068093
AC006378.2	0.015438191
AC006380.1	0
AC006386.1	0
AC006386.2	0
AC006387.1	0.005818107
AC006390.1	0
AC006427.1	0
AC006435.1	0
AC006435.2	0.185858804
AC006435.3	0
AC006435.4	0
AC006435.5	0
AC006441.1	0.087471306
AC006441.2	0
AC006441.3	0
AC006441.4	0
AC006441.5	0
AC006445.1	0
AC006445.2	0
AC006449.1	0
AC006449.2	0.052434788
AC006449.3	0.135790269
AC006449.5	0.77737448
AC006449.6	1.764741219
AC006449.7	0
AC006450.1	0
AC006450.2	0
AC006450.3	0
AC006455.1	0
AC006455.2	0
AC006455.3	0
AC006455.4	0
AC006455.5	0
AC006455.6	0
AC006455.7	0
AC006455.8	0
AC006457.1	0
AC006458.1	0
AC006460.1	0.045303657
AC006461.1	0
AC006463.1	0
AC006466.1	0
AC006480.1	0.134832313
AC006480.2	0.181070619
AC006482.1	0
AC006483.1	0.122124475
AC006483.2	0
AC006484.1	0.006763086
AC006486.1	0
AC006486.2	0.660549572
AC006487.1	0
AC006487.2	0.044165177
AC006499.1	0
AC006499.2	0
AC006499.3	0
AC006499.4	0
AC006499.5	0
AC006499.6	0
AC006499.7	0
AC006499.8	0
AC006504.1	0.816772666
AC006504.2	0
AC006504.3	0.53597778
AC006504.4	0.015557575
AC006504.5	3.784575962
AC006504.6	0
AC006504.7	0
AC006504.8	6.160138031
AC006509.1	0
AC006509.2	0
AC006511.1	0
AC006511.2	0
AC006511.3	0.500233175
AC006512.1	0
AC006512.2	0
AC006517.1	0
AC006518.1	0.040535483
AC006518.2	0.011852701
AC006529.1	0
AC006530.1	0
AC006538.1	0.040194491
AC006538.2	0
AC006538.3	0.022044383
AC006539.1	0.305189307
AC006539.2	0.155929327
AC006539.3	0
AC006547.1	1.084754804
AC006547.2	0
AC006547.3	0
AC006548.1	0
AC006548.2	0
AC006557.1	0.070460757
AC006557.2	0
AC006557.3	0
AC006557.4	0
AC006557.5	0.078555201
AC006557.6	0.162220127
AC006566.1	0.173862719
AC006581.1	0
AC006600.1	0
AC006600.2	0
AC006840.1	0
AC006924.1	0
AC006927.1	0
AC006942.1	1.298668538
AC006946.1	0.116539514
AC006946.2	0.124961927
AC006946.3	0.033708078
AC006947.1	0.552840341
AC006960.1	0.083278782
AC006960.2	0.023995581
AC006960.3	0.054219802
AC006963.1	0.012111838
AC006965.1	0.079718375
AC006967.1	0
AC006967.2	0
AC006967.3	0.058287528
AC006970.1	0
AC006970.2	0
AC006971.1	0.031243466
AC006978.1	5.224697498
AC006978.2	0.172184508
AC006986.1	0
AC006987.1	0
AC006987.2	0
AC006987.3	0
AC006987.4	0
AC006989.1	0
AC006994.1	0
AC006994.2	0
AC007000.1	0.208616494
AC007000.2	0.052327119
AC007000.3	0
AC007001.1	0
AC007003.1	0
AC007009.1	0
AC007012.1	0
AC007012.2	0
AC007014.1	0.041775913
AC007014.2	1.383227529
AC007016.1	0.052219892
AC007029.1	0.081416317
AC007032.1	0.436254963
AC007036.1	0.529326855
AC007036.2	0
AC007036.3	0
AC007038.1	0.133268773
AC007038.2	0.344369016
AC007040.1	0
AC007040.2	0.022901197
AC007041.1	0.264761633
AC007064.1	0
AC007064.2	0.025483307
AC007064.3	0
AC007066.1	0
AC007066.2	1.124543847
AC007068.1	0
AC007068.2	0.096772053
AC007091.1	0
AC007098.1	0
AC007099.1	0
AC007099.2	0.037921588
AC007100.1	0
AC007106.1	0
AC007114.1	4.351535493
AC007114.2	0.05059755
AC007115.1	0
AC007126.1	0
AC007128.1	1.003929532
AC007128.2	0.848516232
AC007136.1	0
AC007151.1	0
AC007159.1	0
AC007160.1	0.079884975
AC007161.1	0.025551444
AC007161.2	0.011489318
AC007163.1	0.116229451
AC007179.1	0
AC007179.2	0
AC007179.3	0
AC007182.1	0.011803292
AC007182.2	0.095086967
AC007191.1	0.914676301
AC007192.1	0.01486774
AC007192.2	0
AC007193.1	0
AC007193.2	0
AC007193.3	0
AC007204.1	0.068873803
AC007204.2	0
AC007207.1	0
AC007207.2	0
AC007215.1	0
AC007216.1	0
AC007216.2	0.165906948
AC007216.3	0.102274142
AC007216.4	0.181375852
AC007216.5	0
AC007218.1	0
AC007220.1	0.084541777
AC007221.1	0
AC007223.1	0
AC007224.1	0
AC007224.2	0.074950903
AC007225.1	0.013879797
AC007225.2	0
AC007228.1	0.358919819
AC007228.2	1.199327333
AC007229.1	0.556674186
AC007237.1	0
AC007238.1	0.19760175
AC007249.1	0.077378463
AC007249.2	0.886755127
AC007250.1	0.1130916
AC007253.1	0
AC007255.1	0.026545112
AC007255.2	0
AC007256.1	0.078339281
AC007262.1	0
AC007271.1	0
AC007272.1	0.020081408
AC007274.1	0
AC007274.2	0
AC007274.3	0
AC007275.1	0
AC007277.1	0
AC007278.1	0.086416641
AC007278.2	0.010618045
AC007279.1	0.030446006
AC007283.1	0
AC007283.2	0.646784446
AC007285.1	0.401101372
AC007285.2	0.245977868
AC007292.1	0.256199469
AC007292.2	0.112509082
AC007292.3	0.035690906
AC007298.1	0.019423252
AC007298.2	0.014781501
AC007308.1	0
AC007312.1	0
AC007314.1	0
AC007318.1	0.636359543
AC007318.2	0.31460873
AC007319.1	0.008656015
AC007322.1	0
AC007322.2	0
AC007322.3	0
AC007322.4	0
AC007326.1	0
AC007326.2	0.001681179
AC007327.1	0
AC007327.2	0
AC007333.1	0
AC007333.2	0
AC007336.1	0.029956866
AC007336.2	0.297381502
AC007336.3	0
AC007342.1	0
AC007342.2	0
AC007342.3	0.01474046
AC007342.4	0.668187982
AC007342.5	0.535363596
AC007342.6	0.044207742
AC007342.7	0.894151129
AC007342.8	0.375859988
AC007342.9	0.266792747
AC007344.1	0
AC007346.1	0
AC007346.2	0
AC007347.1	0.181375852
AC007347.2	0
AC007349.1	0
AC007349.2	0.023040965
AC007349.3	0.014611988
AC007349.4	0
AC007359.1	0
AC007362.1	0.04710408
AC007363.1	0
AC007364.1	0.211945314
AC007365.1	0.162572932
AC007365.2	0.278202043
AC007368.1	0
AC007368.2	0
AC007370.1	0
AC007370.2	0
AC007375.1	0.022044383
AC007375.2	0
AC007375.3	0
AC007376.1	0
AC007376.2	0.070786964
AC007378.1	0.026656179
AC007381.1	0.069904334
AC007382.1	0.253080973
AC007383.1	0
AC007383.2	4.386874928
AC007383.3	0
AC007383.4	0
AC007384.1	0.82561972
AC007386.1	0
AC007387.1	0.764499215
AC007388.1	0.946976479
AC007389.1	0.048526428
AC007389.2	0
AC007389.3	0.030776941
AC007389.4	0.064270636
AC007389.5	0.274014056
AC007390.1	0
AC007390.2	0.130666445
AC007391.1	0
AC007394.1	0
AC007395.1	0.018820759
AC007402.1	0
AC007403.1	0
AC007405.1	0
AC007405.2	0
AC007405.3	0.131764773
AC007406.1	0
AC007406.2	0.025331319
AC007406.3	0.204469103
AC007406.4	0.066623025
AC007406.5	1.603760183
AC007422.1	0.012640529
AC007422.2	0
AC007423.1	0
AC007424.1	0
AC007431.1	0
AC007431.2	0
AC007431.3	0
AC007435.1	0
AC007448.1	0.054451511
AC007448.2	0
AC007448.3	0.610267878
AC007450.1	0
AC007450.2	0
AC007450.3	0
AC007450.4	0
AC007458.1	0
AC007463.1	0
AC007485.1	0.123705375
AC007485.2	1.727422741
AC007490.1	0.03624937
AC007493.1	0
AC007493.2	0
AC007494.1	0.033530667
AC007494.2	0.300196027
AC007494.3	0
AC007495.1	0.091894542
AC007495.2	0
AC007496.1	0.051725251
AC007496.2	0.023293699
AC007496.3	0.003700742
AC007497.1	0.31797353
AC007513.1	0
AC007527.1	0
AC007527.2	0
AC007529.1	0
AC007533.1	0
AC007536.1	0
AC007537.1	1.987230375
AC007537.2	0.024934743
AC007540.1	0
AC007541.1	0.650526902
AC007546.1	0.068380967
AC007546.2	0.035393482
AC007547.1	0
AC007547.2	0
AC007551.1	0
AC007551.2	0
AC007552.1	0.041235125
AC007552.2	0.401478305
AC007556.1	0.041503758
AC007557.1	0.02355204
AC007557.2	0
AC007557.3	0.004064323
AC007557.4	0
AC007559.1	0
AC007560.1	0.053762251
AC007562.1	0
AC007563.1	0
AC007563.2	0.01409475
AC007563.3	0
AC007566.1	0.163587564
AC007566.2	0
AC007568.1	0
AC007569.1	0.177997489
AC007570.1	0.063391311
AC007595.1	0.05276047
AC007598.1	0.028441191
AC007598.2	0.047278863
AC007598.3	0.015186715
AC007599.1	0
AC007599.2	0
AC007601.1	0.006454738
AC007601.2	0
AC007603.1	0.006111105
AC007603.2	0
AC007608.1	0.005160654
AC007608.2	0
AC007608.3	0.340582589
AC007608.4	0.003786524
AC007610.1	0.076756949
AC007610.2	0
AC007610.3	0
AC007610.4	0.017988217
AC007611.1	0.676547978
AC007613.1	0.142282616
AC007614.1	0
AC007614.2	0
AC007618.1	0
AC007619.1	0.278337093
AC007619.2	0
AC007620.1	0
AC007620.2	0
AC007620.3	0
AC007621.1	0
AC007622.1	0.023816175
AC007622.2	0.111508054
AC007631.1	0
AC007637.1	0.154019988
AC007638.1	0
AC007638.2	0
AC007639.1	0
AC007652.1	0
AC007655.1	0
AC007656.1	0
AC007656.2	0
AC007663.1	0.133581852
AC007663.2	0.028594375
AC007663.3	0.794640761
AC007663.4	0.868290181
AC007666.1	0.032504218
AC007671.1	0.076756949
AC007673.1	0
AC007677.1	0
AC007679.1	0
AC007679.2	0
AC007681.1	0.185306189
AC007683.1	0.301832741
AC007683.2	0
AC007684.1	0.213696496
AC007685.1	0.028189499
AC007686.1	0
AC007686.2	0.05433541
AC007686.3	0.208280543
AC007687.1	0
AC007688.1	0.134299379
AC007688.2	0
AC007690.1	0
AC007718.1	0
AC007728.1	0
AC007728.2	0.653702227
AC007728.3	0.102479788
AC007731.1	0
AC007731.2	0.42646756
AC007731.3	0
AC007731.4	0.039084827
AC007731.5	0
AC007738.1	0
AC007741.1	0.014582722
AC007742.1	0
AC007742.2	0
AC007743.1	2.563429902
AC007744.1	0
AC007749.1	0
AC007750.1	0.027585971
AC007751.1	0.067774753
AC007751.2	0
AC007773.1	2.80526118
AC007780.1	0.58818154
AC007785.1	4.758930856
AC007785.2	0.033250662
AC007785.3	0.016440843
AC007786.1	1.653139877
AC007786.2	0.301483709
AC007786.3	0
AC007787.1	0
AC007787.2	0
AC007790.1	0
AC007792.1	0.031695656
AC007795.1	0
AC007823.1	0.032545731
AC007834.1	0
AC007834.2	0.037147678
AC007842.1	0.437428029
AC007848.1	0
AC007848.2	0
AC007849.1	0.124187657
AC007849.2	0
AC007861.1	0
AC007861.2	0
AC007876.1	0
AC007878.1	0.142012238
AC007879.1	0
AC007879.2	0.023124598
AC007879.3	0.03490864
AC007879.4	0.035295439
AC007881.1	0
AC007881.2	0
AC007881.3	0.398832649
AC007899.1	0.016440843
AC007906.1	0.099934538
AC007906.2	0.453872977
AC007907.1	0
AC007919.1	0.058717298
AC007919.2	0
AC007920.1	0
AC007922.1	0
AC007922.2	0
AC007922.3	0
AC007923.1	0.025230997
AC007923.2	0
AC007923.3	0
AC007923.4	0
AC007938.1	0.008781291
AC007938.2	0.009674756
AC007938.3	0.163616739
AC007948.1	0
AC007950.1	0.020718136
AC007950.2	0.027144554
AC007952.1	0
AC007952.2	0
AC007952.3	0
AC007952.4	0.080010384
AC007952.5	0
AC007952.6	0.023833995
AC007952.7	0
AC007952.8	0
AC007952.9	0
AC007953.1	0.045505906
AC007953.2	0.06601893
AC007954.1	0
AC007956.1	0.094034344
AC007966.1	0
AC007967.1	0
AC007967.2	0
AC007967.3	0
AC007967.4	0
AC007969.1	4.218713043
AC007969.2	0.066710228
AC007991.1	0
AC007991.2	0.124918172
AC007991.3	0
AC007991.4	0.147424091
AC007992.1	0
AC007992.2	0
AC007993.1	0.008393711
AC007993.2	0.024456149
AC007996.1	3.297202097
AC007998.1	0
AC007998.2	0.028003634
AC007998.3	0.097370715
AC007998.4	0.040242096
AC007998.5	0
AC008011.1	0
AC008011.2	0.032175893
AC008013.1	0.019354411
AC008013.2	0.036613947
AC008013.3	0
AC008014.1	0.675130275
AC008015.1	0
AC008026.1	0.997668625
AC008026.2	0
AC008026.3	0.022393064
AC008033.1	0.010965278
AC008033.2	0.071986743
AC008033.3	0.072447213
AC008035.1	0.28441191
AC008040.1	0.023959484
AC008040.2	0.071986743
AC008040.3	0
AC008040.4	0
AC008040.5	0
AC008050.1	0.100804221
AC008055.1	0
AC008056.1	0
AC008056.2	0
AC008060.1	0
AC008060.2	0
AC008060.3	0.023860775
AC008060.4	0
AC008063.1	0.019908834
AC008063.2	0.020584255
AC008065.1	0
AC008066.1	0
AC008067.1	0
AC008069.1	0
AC008072.1	0
AC008073.1	0.023465292
AC008073.2	0.05353636
AC008073.3	0.005585995
AC008074.1	0.176233106
AC008074.2	0.029700824
AC008074.3	0.748329943
AC008079.1	0
AC008079.2	0.011869554
AC008080.1	0
AC008080.2	0
AC008080.3	0
AC008080.4	0.010684825
AC008083.1	0.057654541
AC008083.2	0.249836345
AC008083.3	0
AC008088.1	0
AC008103.1	0
AC008105.1	0.266724541
AC008105.2	0.926233904
AC008105.3	0.531044987
AC008109.1	0.107980115
AC008114.1	0
AC008115.1	0
AC008115.2	0.105739864
AC008115.3	0.440967975
AC008115.4	0.14796759
AC008121.1	0
AC008121.2	0.097450505
AC008121.3	0
AC008124.1	3.356306077
AC008125.1	0
AC008126.1	0
AC008127.1	0
AC008127.2	0
AC008132.1	0.001657128
AC008132.2	0
AC008133.1	0
AC008133.2	0
AC008134.1	0
AC008147.1	0
AC008147.2	0.027035123
AC008147.3	0.071986743
AC008147.4	0.021165538
AC008149.1	0.194158531
AC008154.1	0
AC008154.2	0
AC008155.1	0.735840177
AC008155.2	0
AC008162.1	0
AC008162.2	0
AC008163.1	0
AC008164.1	0.017945991
AC008171.1	0
AC008175.1	0
AC008175.2	0
AC008243.1	0.030851461
AC008250.1	0.488185961
AC008250.2	0.186463223
AC008264.1	0
AC008264.2	0.003415077
AC008267.1	0
AC008267.2	0.334207307
AC008267.3	0.322120456
AC008267.4	0
AC008267.5	5.025874469
AC008267.6	0
AC008267.7	0
AC008267.8	0
AC008268.1	0.045546572
AC008269.1	0
AC008269.2	0
AC008277.1	0
AC008277.2	0
AC008278.1	0
AC008278.2	0
AC008280.1	0.061852687
AC008280.2	0
AC008280.3	0.59182544
AC008378.1	0.051377635
AC008379.1	0.02746046
AC008385.1	0
AC008392.1	0.43735653
AC008393.1	1.24437057
AC008395.1	0
AC008403.1	0
AC008403.2	0
AC008403.3	0.392914428
AC008406.1	0
AC008406.2	0
AC008406.3	0.037093606
AC008410.1	0
AC008413.1	0
AC008413.2	0
AC008415.1	0
AC008417.1	0
AC008427.1	0.038905812
AC008429.1	0.174166488
AC008429.2	0.250703832
AC008429.3	0.026056551
AC008429.4	0.070009086
AC008432.1	0
AC008434.1	0.046417682
AC008438.1	0.719474064
AC008438.2	0.022353778
AC008440.1	0.116097071
AC008440.2	0
AC008440.3	0.206621409
AC008443.1	0.500125292
AC008443.2	0
AC008443.3	0.232088408
AC008443.4	0.251480005
AC008443.5	1.022478374
AC008443.6	0.01717204
AC008443.7	0.828725436
AC008446.1	0
AC008448.1	0
AC008453.1	0
AC008456.1	0
AC008464.1	0
AC008467.1	0.044249939
AC008474.1	0
AC008481.1	0.257407143
AC008481.2	0.335938136
AC008481.3	0
AC008489.1	0
AC008494.1	0.06402841
AC008494.2	0.137747606
AC008494.3	0.161970173
AC008496.1	0
AC008496.2	0.775578914
AC008498.1	0.095982325
AC008498.2	0
AC008507.1	0.295106418
AC008507.2	0.043338958
AC008507.3	0
AC008514.1	0.288853608
AC008514.2	0.104830359
AC008517.1	0.152464231
AC008521.1	0
AC008521.2	0
AC008522.1	0.052651461
AC008525.1	0
AC008525.2	0
AC008526.1	0
AC008534.1	0.013135725
AC008537.1	0
AC008537.2	0.343654557
AC008537.3	0.074512594
AC008539.1	0
AC008543.1	0.25611364
AC008543.2	0
AC008543.3	0.077851244
AC008543.4	0.057654541
AC008543.5	0.005066264
AC008549.1	0
AC008549.2	0
AC008549.3	0.063077493
AC008550.1	0.014413635
AC008551.1	0.062921746
AC008554.1	0.424198085
AC008555.1	0.189484148
AC008555.2	0.074643548
AC008555.3	0
AC008555.4	0.17945991
AC008555.5	0.832293286
AC008555.6	0
AC008555.7	0.021855323
AC008555.8	0.646486114
AC008556.1	0.099934538
AC008560.1	0.99260336
AC008562.1	0
AC008565.1	0
AC008567.1	0
AC008567.2	0.019423252
AC008568.1	0
AC008568.2	0
AC008569.1	0
AC008569.2	0.042997706
AC008571.1	0
AC008572.1	0
AC008574.1	0
AC008575.1	0
AC008581.1	0
AC008588.1	0
AC008591.1	0
AC008592.1	0.059960723
AC008592.2	0
AC008592.3	1.097367294
AC008592.4	0.028314786
AC008592.5	0
AC008601.1	0
AC008608.1	0.100327981
AC008608.2	0.796353349
AC008609.1	0.035271013
AC008610.1	0.616008697
AC008619.1	0
AC008620.1	0
AC008620.2	0
AC008622.1	0.044864977
AC008622.2	0.248819924
AC008622.3	0
AC008626.1	0
AC008626.2	0
AC008627.1	0
AC008628.1	0
AC008628.2	0
AC008629.1	0.00954431
AC008629.2	0.026380235
AC008629.3	0
AC008632.1	0
AC008635.1	0.181375852
AC008637.1	0.177319235
AC008638.1	0
AC008638.2	0
AC008638.3	0
AC008641.1	0
AC008649.1	3.40765154
AC008649.2	0.105302922
AC008652.1	0
AC008655.1	0
AC008655.2	0.251480005
AC008659.1	0
AC008662.1	0
AC008662.2	0
AC008663.1	0
AC008663.2	0.046502385
AC008663.3	0.02788108
AC008667.1	0
AC008667.2	0.027167705
AC008667.3	0
AC008667.4	0
AC008669.1	0.134553734
AC008676.1	0.030658454
AC008676.2	0.014408202
AC008676.3	0
AC008677.1	0
AC008677.2	0.041639391
AC008677.3	0
AC008680.1	0.045023511
AC008686.1	0.011786914
AC008687.1	0
AC008687.2	0
AC008687.3	0.21307113
AC008687.4	0.671973617
AC008687.5	0
AC008687.6	0
AC008691.1	0.070431251
AC008694.1	0.029770219
AC008694.2	0
AC008695.1	0
AC008696.1	0.020718136
AC008696.2	0.015444429
AC008700.1	0
AC008705.1	0
AC008708.1	0
AC008708.2	0
AC008716.1	0
AC008723.1	0
AC008725.1	0
AC008728.1	0.055318322
AC008731.1	0.04401262
AC008734.1	0.023727474
AC008734.2	0
AC008735.1	0.190648183
AC008735.2	1.453593279
AC008735.3	0
AC008735.4	1.529836697
AC008735.5	0
AC008736.1	5.944609506
AC008736.2	0.419783161
AC008737.1	0.137376319
AC008737.2	0.971821036
AC008737.3	0
AC008738.1	0.067955486
AC008738.2	0.157693732
AC008738.3	0
AC008738.4	0.054607087
AC008738.5	0
AC008738.6	0.044786129
AC008738.7	0
AC008739.1	0
AC008739.2	0.120583472
AC008739.3	0
AC008739.5	0.032873203
AC008740.1	0.199869076
AC008740.2	0.115833214
AC008741.1	0
AC008741.2	0.376318501
AC008742.1	0.010918298
AC008743.1	0
AC008745.1	0.094034344
AC008747.1	0.259445435
AC008749.1	0
AC008750.1	0.155386019
AC008750.2	0.025356525
AC008750.3	0.058181067
AC008750.4	0.116362133
AC008750.5	0.107751827
AC008750.6	0
AC008750.7	0.045587312
AC008750.8	0.300619776
AC008751.1	0.037256297
AC008751.2	0
AC008752.1	0.156147715
AC008752.2	0.050966614
AC008752.3	0.375807198
AC008753.1	0.089729955
AC008753.2	0
AC008753.3	0
AC008758.1	0
AC008758.2	0.018333315
AC008758.3	0
AC008758.4	0.024569328
AC008758.5	0
AC008758.6	0.043338958
AC008759.1	0.012962008
AC008759.2	0.063708268
AC008759.3	0
AC008760.1	0.167164551
AC008760.2	0.751166018
AC008761.1	0
AC008761.2	0
AC008761.3	0
AC008763.1	0.634815481
AC008763.2	0.009327711
AC008763.3	0
AC008764.1	0
AC008764.10	0.020887957
AC008764.2	5.116993859
AC008764.3	0
AC008764.4	0.043046127
AC008764.5	0
AC008764.6	0.732845228
AC008764.7	0
AC008764.8	0.35640989
AC008764.9	0.106816258
AC008770.1	0.141051516
AC008770.2	0.074646911
AC008770.3	0.598966621
AC008771.1	8.598847898
AC008780.1	0.031153187
AC008780.2	0
AC008781.1	0.061553882
AC008781.2	0.005137764
AC008781.3	0.076069574
AC008782.1	0
AC008785.1	0
AC008794.1	0
AC008794.2	0
AC008798.1	0
AC008799.1	0.02788108
AC008799.2	0
AC008802.1	0.016108285
AC008805.1	0
AC008805.2	0
AC008806.1	0.01564673
AC008808.1	0
AC008808.2	0
AC008813.1	0.057589395
AC008814.1	0.031383383
AC008817.1	0
AC008825.1	0.056378998
AC008825.2	0.337174677
AC008833.1	0
AC008834.1	0
AC008837.1	0
AC008837.2	0
AC008840.1	0.21025831
AC008850.1	0
AC008852.1	0.028252004
AC008868.1	0
AC008869.1	0
AC008870.1	0
AC008870.2	0.323518548
AC008870.3	0.059633324
AC008870.4	0
AC008870.5	0.254833072
AC008871.1	0
AC008873.1	0
AC008875.1	0.01571104
AC008878.1	0.060291736
AC008878.2	0.013526172
AC008878.3	0.022743927
AC008878.4	0
AC008883.1	0.198056791
AC008883.2	0.092330823
AC008885.1	0.042331075
AC008885.2	0
AC008892.1	0
AC008894.1	0.034718402
AC008894.2	0.032446279
AC008894.3	0.221736801
AC008895.1	0.670613346
AC008897.1	0.036719463
AC008897.2	0.024177711
AC008897.3	0.026380235
AC008906.1	0.369138815
AC008906.2	0
AC008914.1	0
AC008915.1	0
AC008915.2	0.898368823
AC008937.1	0.01394054
AC008937.2	0.041168509
AC008937.3	0.074950903
AC008938.1	0
AC008940.1	0
AC008945.1	0
AC008946.1	0.453978156
AC008948.1	0
AC008953.1	0.040068093
AC008957.1	0.736575315
AC008957.2	0
AC008957.3	0.085247459
AC008958.1	0
AC008962.1	0
AC008966.1	2.892203772
AC008966.2	0.028127271
AC008967.1	0
AC008969.1	0.688777222
AC008972.1	1.433436028
AC008972.2	3.507823658
AC008982.1	0
AC008982.2	0.697818756
AC008985.1	0.011381557
AC008991.1	0
AC008991.2	0
AC008992.1	0.02856873
AC009005.1	1.756960343
AC009019.1	0.022082589
AC009021.1	0
AC009021.2	0
AC009022.1	0.277173688
AC009022.2	0
AC009027.1	0
AC009032.1	0.059126003
AC009033.1	0
AC009034.1	0.035690906
AC009035.1	0
AC009039.1	0
AC009039.2	0
AC009041.1	0.018426108
AC009041.2	0.326290745
AC009041.3	0
AC009041.4	1.65761324
AC009044.1	0
AC009052.1	0
AC009053.1	0.502609637
AC009053.2	0.080813871
AC009053.3	0.019160381
AC009053.4	0
AC009054.1	0
AC009054.2	0.40882311
AC009055.1	0
AC009055.2	0
AC009060.1	0
AC009060.2	0
AC009061.1	0.026824534
AC009061.2	0.652621281
AC009063.1	0
AC009063.2	0
AC009063.3	0
AC009065.1	0.01040135
AC009065.2	0.092197204
AC009065.3	0.020321617
AC009065.4	1.11814511
AC009065.5	0.171028907
AC009065.6	0
AC009065.7	0
AC009065.8	1.228890447
AC009075.1	0.032587349
AC009075.2	0
AC009078.1	0
AC009078.2	0
AC009078.3	0.024959165
AC009081.1	0
AC009084.1	0
AC009084.2	0.131497492
AC009084.3	0
AC009086.1	0
AC009086.2	0.020887957
AC009086.3	0.492980645
AC009087.1	0.10359068
AC009088.1	0.091776616
AC009088.2	0
AC009088.3	0
AC009088.4	0
AC009090.1	0.177956056
AC009090.2	0.026995029
AC009090.3	0.090206397
AC009090.4	0.041425046
AC009090.5	0.011152432
AC009093.1	0.018211034
AC009093.2	0.066449302
AC009093.3	0.140275085
AC009093.4	0.113561975
AC009093.5	0.141968285
AC009093.6	0.599065087
AC009093.7	0
AC009094.1	0
AC009095.1	0.067263631
AC009097.1	0
AC009097.2	0.219211244
AC009097.3	0.012516359
AC009097.4	0.016398525
AC009101.1	0
AC009102.1	0.129065709
AC009102.2	0.077740412
AC009102.3	0.03418284
AC009107.1	0
AC009107.2	0.220825885
AC009108.1	0.12805682
AC009108.2	0
AC009108.3	0.057998992
AC009108.4	0
AC009108.5	0.083657322
AC009110.1	0
AC009113.1	1.533379514
AC009113.2	0
AC009117.1	0
AC009117.2	0
AC009117.3	0
AC009118.1	0
AC009118.2	0.116717437
AC009118.3	0.131357253
AC009119.1	0.087434928
AC009119.2	0.033366032
AC009119.3	0
AC009120.1	0.673448921
AC009120.2	0.367138942
AC009120.3	0.223537782
AC009120.4	0
AC009120.5	0.0436358
AC009120.6	0
AC009121.1	0.197815626
AC009121.2	1.719111991
AC009123.1	0.004439601
AC009126.1	0.587844428
AC009127.1	0.05981997
AC009127.2	0.031617006
AC009132.1	0
AC009133.1	1.350192556
AC009133.2	0
AC009133.3	0.215438587
AC009133.4	0
AC009133.5	0
AC009133.6	0
AC009134.1	0
AC009135.1	0
AC009135.2	0
AC009137.1	0
AC009137.2	0.099388874
AC009139.1	0.097712067
AC009139.2	0
AC009142.1	0
AC009145.1	0.029426452
AC009145.2	0
AC009145.3	0
AC009145.4	0.009846718
AC009148.1	0.099359348
AC009152.1	0.022916643
AC009153.1	0.025688818
AC009154.1	0
AC009154.2	0
AC009158.1	0
AC009159.1	0.039693625
AC009159.2	0
AC009159.3	0.237717418
AC009159.4	0.012547172
AC009161.1	0
AC009161.2	0
AC009163.1	0.022236743
AC009163.2	0
AC009163.3	0.029909985
AC009163.4	0
AC009163.5	0.04605417
AC009163.6	0
AC009163.7	0.443491267
AC009166.1	0
AC009166.2	0
AC009167.1	0
AC009169.1	0
AC009171.1	0
AC009171.2	1.041770419
AC009185.1	0.027972895
AC009220.1	0.046333286
AC009220.2	0.014553573
AC009220.3	0.021743436
AC009226.1	0.069463844
AC009227.1	0
AC009227.2	0
AC009228.1	0.040643233
AC009229.1	0.020484974
AC009229.2	0.254107052
AC009229.3	0
AC009229.4	0.006544249
AC009233.1	0
AC009237.1	0
AC009237.10	0
AC009237.11	0
AC009237.12	0
AC009237.13	0
AC009237.14	10.6553477
AC009237.15	4.603272053
AC009237.16	0
AC009237.17	0
AC009237.2	0
AC009237.3	11.3261987
AC009237.4	0
AC009237.5	0
AC009237.6	0.03005107
AC009237.7	0
AC009237.8	6.454874638
AC009237.9	0.146877851
AC009238.1	0
AC009238.2	0
AC009238.3	0
AC009244.1	4.59292164
AC009245.1	0.044344502
AC009248.1	0.017335583
AC009248.2	0
AC009262.1	0.124918172
AC009263.1	0.01028382
AC009264.1	0
AC009268.1	0
AC009268.2	0.19516756
AC009269.1	0
AC009269.2	0.026995029
AC009269.3	0
AC009269.4	0.135010899
AC009269.5	0
AC009271.1	0
AC009275.1	0.074017905
AC009276.1	0.050362267
AC009283.1	4.247217861
AC009292.1	0.134730476
AC009292.2	0
AC009296.1	0
AC009299.1	0.035541572
AC009299.2	0.598433828
AC009299.3	0.020901663
AC009302.1	0.130683626
AC009303.1	0.072395759
AC009303.2	0.002975631
AC009303.3	0
AC009303.4	1.987697959
AC009305.1	0
AC009309.1	1.191067618
AC009310.1	0
AC009312.1	0
AC009313.1	0
AC009313.2	0
AC009314.1	0
AC009318.1	0.113239012
